Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1,Player Reference,Season,League
Jimmy Oliver,SG,28,WAS,1,10,0.5,19.8,0.5,0.0,0.0,0.25,0.25,0.5,0.5,,,0.0,1.0,0.5,0.0,1.0,0.0,0,0.0,,0,0,oliveji01,1997-1998,NBA
Kevin Ollie,PG,25,TOT,35,430,0.378,12.0,0.99,0.388,0.122,0.163,0.316,0.01,0.381,0.5,0.417,0.188,0.323,0.0,0.351,,0.0,0,0.0,,0,0,ollieke01,1997-1998,NBA
Kevin Ollie,PG,25,DAL,16,214,0.333,11.5,1.0,0.405,0.119,0.238,0.238,0.0,0.333,0.471,0.2,0.2,0.3,,0.429,,0.0,0,,,0,0,ollieke01,1997-1998,NBA
Kevin Ollie,PG,25,ORL,19,216,0.411,12.4,0.982,0.375,0.125,0.107,0.375,0.018,0.418,0.524,0.571,0.167,0.333,0.0,0.304,,0.0,0,0.0,,0,0,ollieke01,1997-1998,NBA
Greg Ostertag,C,24,UTA,63,1288,0.481,6.7,1.0,0.598,0.339,0.038,0.025,0.0,0.481,0.601,0.333,0.222,0.0,,0.591,,0.126,25,,,0,0,ostergr01,1997-1998,NBA
Bo Outlaw,PF,26,ORL,82,2953,0.554,6.2,0.993,0.624,0.238,0.088,0.041,0.007,0.557,0.723,0.31,0.188,0.227,0.25,0.613,0.0,0.162,82,0.0,,0,0,outlabo01,1997-1998,NBA
Doug Overton,PG,28,PHI,23,277,0.381,13.8,0.952,0.286,0.079,0.206,0.381,0.048,0.4,0.389,0.4,0.231,0.5,0.0,0.75,,0.0,0,0.0,,1,0,overtdo01,1997-1998,NBA
Billy Owens,SF,28,SAC,78,2348,0.464,11.4,0.904,0.312,0.265,0.077,0.25,0.096,0.474,0.652,0.42,0.214,0.39,0.371,0.571,0.923,0.027,16,0.314,0.455,2,0,owensbi01,1997-1998,NBA
Robert Pack,PG,28,DAL,12,292,0.337,11.6,0.939,0.418,0.122,0.214,0.184,0.061,0.326,0.463,0.083,0.19,0.333,0.5,0.4,0.667,0.02,2,0.0,,0,0,packro01,1997-1998,NBA
Anthony Parker,SG,22,PHI,37,196,0.397,18.1,0.556,0.159,0.048,0.175,0.175,0.444,0.457,0.7,0.0,0.364,0.455,0.321,0.438,0.889,0.048,3,0.214,0.5,1,1,parkean01,1997-1998,NBA
Cherokee Parks,C,25,MIN,79,1703,0.499,10.4,0.998,0.354,0.192,0.176,0.276,0.002,0.5,0.667,0.337,0.43,0.444,0.0,0.741,,0.134,57,0.0,,1,0,parksch02,1997-1998,NBA
Gary Payton*,PG,29,SEA,82,3145,0.453,13.0,0.689,0.342,0.175,0.084,0.088,0.311,0.505,0.641,0.397,0.308,0.381,0.338,0.288,0.657,0.002,2,0.217,0.314,0,0,paytoga01,1997-1998,NBA
Anthony Peeler,SG,28,TOT,38,1193,0.452,15.9,0.702,0.136,0.112,0.164,0.29,0.298,0.464,0.632,0.383,0.362,0.475,0.424,0.642,0.868,0.026,10,0.24,0.467,0,0,peelean01,1997-1998,NBA
Anthony Peeler,SG,28,VAN,8,202,0.486,14.4,0.736,0.139,0.181,0.139,0.278,0.264,0.566,0.6,0.692,0.5,0.5,0.263,0.733,0.8,0.056,4,0.263,0.0,0,0,peelean01,1997-1998,NBA
Anthony Peeler,SG,28,MIN,30,991,0.445,16.3,0.695,0.135,0.098,0.17,0.293,0.305,0.442,0.638,0.265,0.339,0.471,0.453,0.617,0.875,0.02,6,0.236,0.56,0,0,peelean01,1997-1998,NBA
Will Perdue,C,32,SAS,79,1491,0.549,4.7,0.997,0.722,0.244,0.027,0.003,0.003,0.551,0.62,0.389,0.25,0.0,0.0,0.66,,0.22,61,0.0,,0,0,perduwi01,1997-1998,NBA
Sam Perkins,PF,36,SEA,81,1675,0.416,16.6,0.529,0.142,0.208,0.074,0.104,0.471,0.438,0.522,0.429,0.429,0.347,0.392,0.523,0.943,0.011,4,0.095,0.381,0,0,perkisa01,1997-1998,NBA
Elliot Perry,PG,28,MIL,81,1752,0.43,16.1,0.911,0.107,0.059,0.21,0.535,0.089,0.438,0.567,0.364,0.356,0.453,0.34,0.518,0.941,0.0,0,0.08,0.25,0,0,perryel01,1997-1998,NBA
Chuck Person,PF,33,SAS,61,1455,0.359,21.0,0.307,0.063,0.063,0.043,0.141,0.693,0.393,0.56,0.2,0.235,0.446,0.344,0.729,0.968,0.0,0,0.25,0.319,0,0,persoch01,1997-1998,NBA
Wesley Person,SG,26,CLE,82,3198,0.46,17.2,0.533,0.131,0.098,0.125,0.179,0.467,0.486,0.752,0.34,0.392,0.439,0.43,0.762,0.948,0.014,12,0.268,0.458,0,0,persowe01,1997-1998,NBA
Bobby Phills,SG,28,CHH,62,1887,0.446,12.8,0.793,0.315,0.165,0.1,0.214,0.207,0.461,0.615,0.363,0.345,0.364,0.386,0.653,0.955,0.06,32,0.404,0.435,0,0,phillbo01,1997-1998,NBA
Eric Piatkowski,SG,27,LAC,67,1740,0.452,16.2,0.544,0.246,0.116,0.092,0.09,0.456,0.489,0.657,0.348,0.288,0.412,0.409,0.543,0.849,0.025,14,0.158,0.488,0,0,piatker01,1997-1998,NBA
Ricky Pierce,SG,38,MIL,39,442,0.364,12.9,0.909,0.182,0.154,0.343,0.231,0.091,0.369,0.385,0.409,0.347,0.364,0.308,0.625,1.0,0.0,0,0.308,0.5,0,0,piercri01,1997-1998,NBA
Scottie Pippen*,SF,32,CHI,44,1652,0.447,14.1,0.727,0.294,0.109,0.138,0.188,0.273,0.496,0.671,0.416,0.289,0.424,0.318,0.63,0.705,0.063,44,0.109,0.333,0,0,pippesc01,1997-1998,NBA
Scot Pollard,C,22,DET,33,317,0.5,7.7,1.0,0.671,0.129,0.171,0.029,0.0,0.5,0.617,0.444,0.167,0.0,,0.571,,0.2,11,,,0,0,pollasc01,1997-1998,NBA
Olden Polynice,C,33,SAC,70,1458,0.459,8.7,0.998,0.255,0.415,0.251,0.077,0.002,0.46,0.623,0.409,0.368,0.5,0.0,0.586,,0.033,17,0.0,,0,0,polynol01,1997-1998,NBA
Mark Pope,SF,25,IND,28,193,0.341,13.4,0.927,0.22,0.195,0.098,0.415,0.073,0.342,0.778,0.25,0.25,0.176,0.333,0.846,1.0,0.073,3,0.0,,0,0,popema01,1997-1998,NBA
Terry Porter,PG,34,MIN,82,1786,0.449,17.6,0.596,0.168,0.059,0.109,0.26,0.404,0.485,0.588,0.529,0.381,0.453,0.395,0.467,0.793,0.0,0,0.322,0.413,1,0,portete01,1997-1998,NBA
Vitaly Potapenko,C,22,CLE,80,1412,0.48,8.0,0.998,0.289,0.355,0.238,0.117,0.002,0.48,0.539,0.543,0.302,0.509,0.0,0.735,,0.01,5,1.0,0.0,0,0,potapvi01,1997-1998,NBA
Brent Price,PG,29,HOU,72,1332,0.413,19.0,0.397,0.203,0.032,0.055,0.106,0.603,0.447,0.603,0.1,0.176,0.394,0.39,0.382,0.74,0.0,0,0.144,0.444,0,0,pricebr01,1997-1998,NBA
Mark Price,PG,33,ORL,63,1430,0.431,16.9,0.708,0.104,0.089,0.186,0.33,0.292,0.471,0.582,0.489,0.545,0.389,0.335,0.316,0.712,0.0,0,0.045,0.286,0,0,pricema01,1997-1998,NBA
Theo Ratliff,C,24,TOT,82,2447,0.513,7.4,1.0,0.377,0.342,0.226,0.055,0.0,0.513,0.702,0.373,0.444,0.364,,0.667,,0.178,98,,,0,0,ratlith01,1997-1998,NBA
Theo Ratliff,C,24,DET,24,586,0.514,7.2,1.0,0.387,0.342,0.216,0.054,0.0,0.514,0.767,0.395,0.333,0.167,,0.632,,0.207,21,,,0,0,ratlith01,1997-1998,NBA
Theo Ratliff,C,24,PHI,58,1861,0.512,7.5,1.0,0.374,0.342,0.228,0.056,0.0,0.512,0.687,0.367,0.468,0.407,,0.675,,0.171,77,,,0,0,ratlith01,1997-1998,NBA
Eldridge Recasner,SG,30,ATL,59,1454,0.456,16.9,0.673,0.139,0.088,0.188,0.257,0.327,0.474,0.54,0.325,0.412,0.534,0.419,0.41,0.823,0.007,2,0.101,0.4,0,0,recasel01,1997-1998,NBA
Bryant Reeves,C,24,VAN,74,2527,0.523,8.6,0.996,0.291,0.305,0.219,0.18,0.004,0.525,0.723,0.481,0.388,0.45,0.0,0.711,,0.071,66,0.0,,1,0,reevebr01,1997-1998,NBA
Khalid Reeves,PG,25,DAL,82,1950,0.418,14.3,0.744,0.369,0.101,0.076,0.197,0.256,0.435,0.521,0.317,0.311,0.385,0.368,0.292,0.786,0.0,0,0.086,0.615,2,1,reevekh01,1997-1998,NBA
Don Reid,PF,24,DET,68,994,0.534,6.2,1.0,0.534,0.341,0.119,0.006,0.0,0.534,0.691,0.4,0.19,1.0,,0.798,,0.205,36,,,0,0,reiddo01,1997-1998,NBA
J.R. Reid,PF,29,CHH,79,1109,0.459,12.3,0.975,0.176,0.201,0.286,0.311,0.025,0.461,0.607,0.422,0.44,0.424,0.375,0.706,0.667,0.016,5,0.125,1.0,0,0,reidjr01,1997-1998,NBA
Shawn Respert,SG,25,TOT,57,911,0.444,17.4,0.683,0.177,0.082,0.041,0.382,0.317,0.495,0.519,0.167,0.5,0.554,0.333,0.566,0.903,0.0,0,0.258,0.375,0,0,respesh01,1997-1998,NBA
Shawn Respert,SG,25,TOR,47,696,0.45,17.4,0.679,0.187,0.072,0.038,0.383,0.321,0.486,0.538,0.133,0.375,0.538,0.373,0.551,0.92,0.0,0,0.269,0.389,0,0,respesh01,1997-1998,NBA
Shawn Respert,SG,25,DAL,10,215,0.429,17.4,0.69,0.155,0.107,0.048,0.381,0.31,0.517,0.462,0.222,0.75,0.594,0.231,0.6,0.833,0.0,0,0.231,0.333,0,0,respesh01,1997-1998,NBA
Rodrick Rhodes,SF,24,HOU,58,1070,0.367,11.6,0.974,0.485,0.131,0.085,0.272,0.026,0.37,0.459,0.175,0.269,0.337,0.25,0.536,0.5,0.062,15,0.0,,1,0,rhodero01,1997-1998,NBA
Glen Rice,SF,30,CHH,82,3295,0.457,14.6,0.784,0.193,0.153,0.146,0.292,0.216,0.464,0.67,0.33,0.302,0.479,0.433,0.732,0.9,0.045,58,0.213,0.375,1,0,ricegl01,1997-1998,NBA
Pooh Richardson,PG,31,LAC,69,1252,0.372,16.9,0.829,0.15,0.057,0.162,0.459,0.171,0.409,0.52,0.211,0.259,0.451,0.193,0.407,0.636,0.0,0,0.035,0.5,1,0,richapo01,1997-1998,NBA
Mitch Richmond*,SG,32,SAC,70,2569,0.445,16.3,0.726,0.163,0.089,0.155,0.319,0.274,0.466,0.608,0.413,0.376,0.452,0.389,0.576,0.838,0.004,5,0.177,0.39,0,0,richmmi01,1997-1998,NBA
Isaiah Rider,SG,26,POR,74,2786,0.423,15.5,0.677,0.167,0.142,0.17,0.198,0.323,0.472,0.661,0.357,0.371,0.481,0.321,0.519,0.763,0.026,33,0.093,0.231,0,0,rideris01,1997-1998,NBA
Eric Riley,C,27,DAL,39,544,0.415,11.4,0.993,0.222,0.178,0.296,0.296,0.007,0.418,0.6,0.417,0.275,0.425,0.0,0.714,,0.059,8,0.0,,0,0,rileyer01,1997-1998,NBA
Stanley Roberts,C,27,MIN,74,1328,0.495,6.1,1.0,0.518,0.404,0.07,0.008,0.0,0.495,0.64,0.359,0.259,0.0,,0.681,,0.225,78,,,0,0,roberst01,1997-1998,NBA
Chris Robinson,SG,23,TOT,35,414,0.374,17.1,0.621,0.172,0.086,0.075,0.287,0.379,0.38,0.667,0.333,0.077,0.3,0.364,0.634,0.917,0.0,0,0.318,0.476,1,0,robinch01,1997-1998,NBA
Chris Robinson,SG,23,VAN,16,143,0.365,17.0,0.619,0.175,0.048,0.079,0.317,0.381,0.41,0.727,0.333,0.0,0.35,0.292,0.625,0.857,0.0,0,0.458,0.364,0,0,robinch01,1997-1998,NBA
Chris Robinson,SG,23,SAC,19,271,0.378,17.2,0.622,0.171,0.108,0.072,0.27,0.378,0.362,0.632,0.333,0.125,0.267,0.405,0.64,0.941,0.0,0,0.238,0.6,1,0,robinch01,1997-1998,NBA
Clifford Robinson,SF,31,PHO,80,2359,0.479,10.0,0.906,0.321,0.303,0.171,0.112,0.094,0.496,0.662,0.461,0.307,0.4,0.321,0.674,0.926,0.059,48,0.155,0.308,0,0,robincl02,1997-1998,NBA
David Robinson*,C,32,SAS,73,2457,0.511,7.7,0.996,0.405,0.238,0.259,0.095,0.004,0.512,0.659,0.451,0.351,0.475,0.25,0.632,1.0,0.134,135,0.5,0.0,0,0,robinda01,1997-1998,NBA
Glenn Robinson,SF,25,MIL,56,2294,0.47,13.2,0.943,0.137,0.147,0.357,0.301,0.057,0.475,0.622,0.431,0.441,0.471,0.385,0.576,0.88,0.026,29,0.046,0.333,0,0,robingl01,1997-1998,NBA
James Robinson,PG,27,LAC,70,1231,0.389,17.6,0.551,0.188,0.088,0.08,0.196,0.449,0.438,0.681,0.25,0.275,0.357,0.329,0.463,0.757,0.02,10,0.156,0.457,0,0,robinja02,1997-1998,NBA
Larry Robinson,SF,30,VAN,6,41,0.316,17.1,0.684,0.105,0.105,0.158,0.316,0.316,0.231,0.5,0.0,0.0,0.333,0.5,0.333,1.0,0.0,0,0.0,,0,0,robinla01,1997-1998,NBA
Dennis Rodman*,PF,36,CHI,80,2856,0.431,9.6,0.936,0.383,0.342,0.092,0.119,0.064,0.448,0.601,0.382,0.333,0.233,0.174,0.497,0.75,0.025,9,0.217,0.2,0,0,rodmade01,1997-1998,NBA
Carlos Rogers,PF,26,TOT,21,376,0.516,7.3,0.978,0.451,0.363,0.11,0.055,0.022,0.528,0.78,0.424,0.0,0.2,0.0,0.638,,0.198,16,0.0,,0,0,rogerca01,1997-1998,NBA
Carlos Rogers,PF,26,TOR,18,351,0.517,7.1,0.989,0.46,0.368,0.103,0.057,0.011,0.523,0.775,0.406,0.0,0.2,0.0,0.644,,0.207,16,0.0,,0,0,rogerca01,1997-1998,NBA
Carlos Rogers,PF,26,POR,3,25,0.5,10.2,0.75,0.25,0.25,0.25,0.0,0.25,0.667,1.0,1.0,0.0,,0.0,0.5,,0.0,0,0.0,,0,0,rogerca01,1997-1998,NBA
Rodney Rogers,SF,26,LAC,76,2499,0.456,11.6,0.773,0.396,0.213,0.093,0.072,0.227,0.49,0.641,0.322,0.368,0.313,0.34,0.475,0.847,0.099,76,0.226,0.354,1,0,rogerro01,1997-1998,NBA
Roy Rogers,PF,24,TOT,15,106,0.36,6.9,1.0,0.4,0.52,0.08,0.0,0.0,0.36,0.4,0.308,0.5,,,0.444,,0.24,4,,,0,0,rogerro02,1997-1998,NBA
Roy Rogers,PF,24,BOS,9,37,0.375,5.4,1.0,0.5,0.5,0.0,0.0,0.0,0.375,0.25,0.5,,,,0.667,,0.125,1,,,0,0,rogerro02,1997-1998,NBA
Roy Rogers,PF,24,TOR,6,69,0.353,7.7,1.0,0.353,0.529,0.118,0.0,0.0,0.353,0.5,0.222,0.5,,,0.333,,0.294,3,,,0,0,rogerro02,1997-1998,NBA
Sean Rooks,C,28,LAL,41,425,0.455,7.3,1.0,0.455,0.406,0.119,0.02,0.0,0.455,0.587,0.366,0.25,0.5,,0.717,,0.059,6,,,0,0,rooksse01,1997-1998,NBA
Jalen Rose,SF,25,IND,82,1706,0.478,12.1,0.88,0.242,0.178,0.193,0.267,0.12,0.496,0.694,0.389,0.393,0.463,0.342,0.513,0.96,0.041,24,0.192,0.5,0,0,roseja01,1997-1998,NBA
Malik Rose,PF,23,SAS,53,429,0.434,7.0,0.978,0.507,0.287,0.132,0.051,0.022,0.436,0.58,0.256,0.278,0.429,0.333,0.655,1.0,0.125,15,0.333,0.0,0,0,rosema01,1997-1998,NBA
Donald Royal,SF,31,TOT,31,323,0.362,9.4,1.0,0.464,0.188,0.217,0.13,0.0,0.362,0.469,0.308,0.2,0.333,,0.52,,0.043,2,,,0,0,royaldo01,1997-1998,NBA
Donald Royal,SF,31,ORL,2,18,0.167,7.2,1.0,0.5,0.167,0.167,0.167,0.0,0.167,0.333,0.0,0.0,0.0,,1.0,,0.167,1,,,0,0,royaldo01,1997-1998,NBA
Donald Royal,SF,31,CHH,29,305,0.381,9.6,1.0,0.46,0.19,0.222,0.127,0.0,0.381,0.483,0.333,0.214,0.375,,0.5,,0.032,1,,,0,0,royaldo01,1997-1998,NBA
Clifford Rozier,C,25,MIN,6,30,0.5,13.0,1.0,0.167,0.167,0.167,0.5,0.0,0.5,1.0,0.0,0.0,0.667,,0.667,,0.167,1,,,0,0,roziecl01,1997-1998,NBA
Bryon Russell,SF,27,UTA,82,2219,0.43,16.0,0.592,0.297,0.076,0.059,0.16,0.408,0.492,0.641,0.375,0.258,0.357,0.341,0.667,0.918,0.044,23,0.234,0.4,2,0,russebr01,1997-1998,NBA
Arvydas Sabonis*,C,33,POR,73,2333,0.493,9.4,0.861,0.385,0.351,0.069,0.056,0.139,0.53,0.651,0.438,0.368,0.478,0.261,0.676,0.967,0.041,33,0.017,0.0,0,0,sabonar01,1997-1998,NBA
Kevin Salvadori,C,27,SAC,16,87,0.077,10.1,1.0,0.231,0.308,0.308,0.154,0.0,0.077,0.333,0.0,0.0,0.0,,0.0,,0.0,0,,,0,0,salvake01,1997-1998,NBA
Danny Schayes,C,38,ORL,74,1272,0.418,13.1,1.0,0.275,0.097,0.119,0.509,0.0,0.418,0.559,0.333,0.295,0.386,,0.742,,0.003,1,,,0,0,schayda01,1997-1998,NBA
Detlef Schrempf,SF,35,SEA,78,2742,0.487,12.8,0.836,0.224,0.186,0.193,0.234,0.164,0.501,0.677,0.413,0.387,0.495,0.415,0.652,0.984,0.029,24,0.116,0.588,0,0,schrede01,1997-1998,NBA
Dennis Scott,SF,29,TOT,81,2290,0.397,17.9,0.587,0.107,0.075,0.163,0.242,0.413,0.42,0.584,0.355,0.356,0.41,0.365,0.417,0.904,0.002,2,0.184,0.365,1,0,scottde01,1997-1998,NBA
Dennis Scott,SF,29,DAL,52,1797,0.387,17.8,0.59,0.114,0.077,0.174,0.225,0.41,0.417,0.592,0.314,0.353,0.413,0.344,0.378,0.904,0.002,1,0.161,0.295,1,0,scottde01,1997-1998,NBA
Dennis Scott,SF,29,PHO,29,493,0.438,18.4,0.574,0.08,0.068,0.117,0.309,0.426,0.43,0.538,0.545,0.368,0.4,0.449,0.575,0.903,0.006,1,0.275,0.526,0,0,scottde01,1997-1998,NBA
Shawnelle Scott,C,25,CLE,41,188,0.444,5.0,1.0,0.472,0.444,0.083,0.0,0.0,0.444,0.588,0.375,0.0,,,0.563,,0.028,1,,,0,0,scottsh01,1997-1998,NBA
Shea Seals,SG,22,LAL,4,9,0.125,15.2,0.625,0.25,0.125,0.25,0.0,0.375,0.2,0.5,0.0,0.0,,0.0,1.0,,0.125,1,0.0,,0,0,sealssh01,1997-1998,NBA
Malik Sealy,SF,27,DET,77,1641,0.428,13.6,0.919,0.218,0.107,0.198,0.396,0.081,0.446,0.6,0.352,0.35,0.435,0.22,0.734,0.889,0.051,24,0.488,0.2,1,0,sealyma01,1997-1998,NBA
Rony Seikaly,C,32,TOT,56,1636,0.432,7.5,0.997,0.451,0.359,0.15,0.036,0.003,0.433,0.525,0.389,0.322,0.19,0.0,0.448,,0.047,25,0.0,,1,0,seikaro01,1997-1998,NBA
Rony Seikaly,C,32,ORL,47,1484,0.441,7.4,0.996,0.454,0.362,0.147,0.033,0.004,0.442,0.529,0.4,0.342,0.167,0.0,0.451,,0.046,23,0.0,,1,0,seikaro01,1997-1998,NBA
Rony Seikaly,C,32,NJN,9,152,0.317,8.5,1.0,0.415,0.317,0.195,0.073,0.0,0.317,0.471,0.231,0.125,0.333,,0.385,,0.049,2,,,0,0,seikaro01,1997-1998,NBA
God Shammgod,PG,21,WAS,20,146,0.328,9.9,0.966,0.552,0.155,0.086,0.172,0.034,0.339,0.406,0.111,0.4,0.3,0.0,0.211,,0.017,1,0.0,,0,0,shammgo01,1997-1998,NBA
Brian Shaw,PG,31,TOT,59,1530,0.345,14.4,0.787,0.175,0.224,0.112,0.276,0.213,0.359,0.551,0.23,0.34,0.35,0.295,0.444,0.857,0.0,0,0.053,0.0,2,0,shawbr01,1997-1998,NBA
Brian Shaw,PG,31,GSW,39,1028,0.336,14.5,0.782,0.156,0.241,0.114,0.27,0.218,0.342,0.583,0.243,0.343,0.289,0.313,0.39,0.857,0.0,0,0.06,0.0,2,0,shawbr01,1997-1998,NBA
Brian Shaw,PG,31,PHI,20,502,0.367,14.2,0.799,0.216,0.187,0.108,0.288,0.201,0.396,0.5,0.192,0.333,0.475,0.25,0.545,0.857,0.0,0,0.036,0.0,0,0,shawbr01,1997-1998,NBA
Dickey Simpkins,PF,25,TOT,40,433,0.539,8.6,0.978,0.438,0.225,0.157,0.157,0.022,0.552,0.718,0.45,0.286,0.5,0.0,0.646,,0.112,10,0.0,,0,0,simpkdi01,1997-1998,NBA
Dickey Simpkins,PF,25,GSW,19,196,0.458,10.7,0.979,0.375,0.188,0.188,0.229,0.021,0.468,0.444,0.556,0.333,0.545,0.0,0.636,,0.063,3,0.0,,0,0,simpkdi01,1997-1998,NBA
Dickey Simpkins,PF,25,CHI,21,237,0.634,6.1,0.976,0.512,0.268,0.122,0.073,0.024,0.65,0.952,0.364,0.2,0.333,0.0,0.654,,0.171,7,0.0,,0,0,simpkdi01,1997-1998,NBA
Reggie Slater,PF,27,TOR,78,1662,0.46,7.5,1.0,0.612,0.244,0.07,0.074,0.0,0.46,0.541,0.313,0.219,0.5,,0.621,,0.15,64,,,0,0,slatere01,1997-1998,NBA
Charles Smith,SG,22,TOT,34,292,0.392,17.1,0.624,0.16,0.128,0.072,0.264,0.376,0.436,0.6,0.375,0.222,0.424,0.319,0.559,0.933,0.048,5,0.106,0.2,0,0,smithch04,1997-1998,NBA
Charles Smith,SG,22,MIA,11,32,0.222,15.0,0.833,0.167,0.222,0.111,0.333,0.167,0.2,0.333,0.0,0.0,0.333,0.333,1.0,1.0,0.056,0,0.0,,0,0,smithch04,1997-1998,NBA
Charles Smith,SG,22,LAC,23,260,0.421,17.5,0.589,0.159,0.112,0.065,0.252,0.411,0.492,0.647,0.5,0.286,0.444,0.318,0.516,0.929,0.047,5,0.114,0.2,0,0,smithch04,1997-1998,NBA
Joe Smith,PF,22,TOT,79,2344,0.434,11.6,0.993,0.194,0.209,0.248,0.341,0.007,0.437,0.663,0.286,0.351,0.463,0.0,0.724,,0.052,55,0.125,0.0,0,0,smithjo02,1997-1998,NBA
Joe Smith,PF,22,GSW,49,1645,0.429,12.0,0.991,0.169,0.213,0.234,0.376,0.009,0.433,0.644,0.288,0.353,0.468,0.0,0.723,,0.041,32,0.143,0.0,0,0,smithjo02,1997-1998,NBA
Joe Smith,PF,22,PHI,30,699,0.448,10.3,0.996,0.27,0.2,0.289,0.237,0.004,0.45,0.699,0.278,0.346,0.438,0.0,0.727,,0.085,23,0.0,,0,0,smithjo02,1997-1998,NBA
Michael Smith,PF,25,TOT,48,1053,0.479,6.2,0.995,0.644,0.268,0.072,0.01,0.005,0.482,0.568,0.269,0.5,0.5,0.0,0.602,,0.149,24,0.0,,0,0,smithmi02,1997-1998,NBA
Michael Smith,PF,25,SAC,18,347,0.426,8.0,1.0,0.59,0.295,0.098,0.016,0.0,0.426,0.472,0.333,0.333,1.0,,0.615,,0.148,7,,,0,0,smithmi02,1997-1998,NBA
Michael Smith,PF,25,VAN,30,706,0.504,5.4,0.992,0.669,0.256,0.06,0.008,0.008,0.508,0.607,0.235,0.625,0.0,0.0,0.597,,0.15,17,0.0,,0,0,smithmi02,1997-1998,NBA
Steve Smith,SG,28,ATL,73,2857,0.444,13.9,0.749,0.245,0.166,0.202,0.136,0.251,0.475,0.626,0.393,0.405,0.407,0.351,0.411,0.649,0.019,19,0.13,0.361,3,0,smithst01,1997-1998,NBA
Tony Smith,PG,29,MIL,7,80,0.333,14.6,0.833,0.125,0.208,0.25,0.25,0.167,0.4,0.0,0.4,0.5,0.5,0.0,0.625,,0.0,0,0.0,,0,0,smithto02,1997-1998,NBA
Rik Smits,C,31,IND,73,2085,0.495,10.0,0.997,0.128,0.374,0.297,0.198,0.003,0.497,0.82,0.433,0.464,0.456,0.0,0.761,,0.053,54,0.0,,0,0,smitsri01,1997-1998,NBA
Eric Snow,PG,24,TOT,64,918,0.429,12.4,0.908,0.266,0.12,0.266,0.255,0.092,0.461,0.694,0.364,0.306,0.426,0.118,0.61,1.0,0.005,1,0.0,,0,0,snower01,1997-1998,NBA
Eric Snow,PG,24,SEA,17,74,0.435,11.4,0.957,0.174,0.174,0.348,0.261,0.043,0.455,1.0,1.0,0.125,0.167,0.0,0.4,,0.0,0,0.0,,0,0,snower01,1997-1998,NBA
Eric Snow,PG,24,PHI,47,844,0.429,12.6,0.901,0.28,0.112,0.255,0.255,0.099,0.462,0.667,0.222,0.341,0.463,0.125,0.642,1.0,0.006,1,0.0,,0,0,snower01,1997-1998,NBA
Felton Spencer,C,30,GSW,68,813,0.457,6.6,1.0,0.45,0.403,0.14,0.008,0.0,0.457,0.569,0.327,0.5,0.0,,0.475,,0.016,2,,,0,0,spencfe01,1997-1998,NBA
Latrell Sprewell,SG,27,GSW,14,547,0.397,14.4,0.827,0.224,0.112,0.17,0.321,0.173,0.441,0.565,0.161,0.447,0.449,0.188,0.446,0.667,0.025,7,0.021,0.0,1,0,sprewla01,1997-1998,NBA
Jerry Stackhouse,SG-SF,23,TOT,79,2545,0.435,12.8,0.8,0.363,0.113,0.128,0.196,0.2,0.483,0.644,0.3,0.288,0.419,0.241,0.618,0.872,0.098,94,0.133,0.269,1,0,stackje01,1997-1998,NBA
Jerry Stackhouse,SF,23,PHI,22,748,0.452,12.1,0.837,0.314,0.155,0.159,0.208,0.163,0.473,0.674,0.295,0.378,0.373,0.348,0.696,0.938,0.078,22,0.109,0.6,0,0,stackje01,1997-1998,NBA
Jerry Stackhouse,SG,23,DET,57,1797,0.428,13.1,0.785,0.383,0.095,0.116,0.191,0.215,0.488,0.634,0.303,0.238,0.439,0.208,0.585,0.839,0.107,72,0.141,0.19,1,0,stackje01,1997-1998,NBA
John Starks,SG,32,NYK,82,2188,0.393,17.7,0.58,0.196,0.053,0.072,0.259,0.42,0.441,0.597,0.36,0.338,0.367,0.327,0.537,0.762,0.014,13,0.226,0.311,0,0,starkjo01,1997-1998,NBA
Joe Stephens,SF,25,HOU,7,37,0.357,15.9,0.643,0.107,0.286,0.107,0.143,0.357,0.389,0.667,0.375,0.333,0.25,0.3,0.571,1.0,0.036,1,0.2,1.0,0,0,stephjo01,1997-1998,NBA
Kebu Stewart,PF,24,PHI,15,110,0.462,6.4,1.0,0.808,0.192,0.0,0.0,0.0,0.462,0.381,0.8,,,,0.583,,0.038,0,,,0,0,stewake01,1997-1998,NBA
Michael Stewart,C,22,SAC,81,1761,0.48,7.2,1.0,0.424,0.39,0.146,0.04,0.0,0.48,0.745,0.31,0.213,0.308,,0.535,,0.217,65,,,0,0,stewami01,1997-1998,NBA
Bryant Stith,SG,27,DEN,31,718,0.333,15.5,0.787,0.178,0.116,0.169,0.324,0.213,0.367,0.55,0.385,0.211,0.342,0.208,0.508,0.7,0.004,1,0.083,0.0,0,0,stithbr01,1997-1998,NBA
John Stockton*,PG,35,UTA,64,1858,0.528,12.8,0.822,0.368,0.115,0.112,0.227,0.178,0.55,0.691,0.39,0.474,0.44,0.429,0.429,0.641,0.0,0,0.011,0.0,0,0,stockjo01,1997-1998,NBA
