Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1,Player Reference,Season,League
Taj Gibson,PF,33,MIN,70,1686,0.566,5.9,0.937,0.547,0.248,0.069,0.073,0.063,0.583,0.69,0.421,0.405,0.487,0.324,0.669,1.0,0.104,55,0.765,0.385,1,0,gibsota01,2018-2019,NBA
Harry Giles,PF,20,SAC,58,820,0.503,7.1,0.983,0.394,0.325,0.161,0.103,0.017,0.512,0.686,0.416,0.393,0.333,0.0,0.651,,0.124,37,0.333,0.0,1,0,gilesha01,2018-2019,NBA
Shai Gilgeous-Alexander,PG,20,LAC,82,2174,0.476,11.2,0.806,0.314,0.161,0.222,0.109,0.194,0.503,0.631,0.417,0.415,0.436,0.367,0.31,0.902,0.028,19,0.46,0.406,1,0,gilgesh01,2018-2019,NBA
Rudy Gobert,C,26,UTA,81,2577,0.669,2.2,1.0,0.815,0.167,0.011,0.007,0.0,0.669,0.743,0.361,0.125,0.2,,0.735,,0.479,306,,,0,0,goberru01,2018-2019,NBA
Brandon Goodwin,PG,23,DEN,16,57,0.261,12.3,0.739,0.217,0.261,0.174,0.087,0.261,0.235,0.6,0.167,0.0,0.0,0.333,0.25,1.0,0.0,0,0.0,,0,0,goodwbr01,2018-2019,NBA
Aaron Gordon,PF,23,ORL,78,2633,0.449,13.0,0.668,0.328,0.129,0.116,0.096,0.332,0.499,0.671,0.311,0.355,0.34,0.349,0.504,0.843,0.109,104,0.251,0.402,4,0,gordoaa01,2018-2019,NBA
Eric Gordon,SG,30,HOU,68,2158,0.409,18.3,0.36,0.198,0.134,0.018,0.01,0.64,0.497,0.634,0.317,0.412,0.333,0.36,0.435,0.875,0.007,7,0.112,0.373,0,0,gordoer01,2018-2019,NBA
Marcin Gortat,C,34,LAC,47,751,0.532,4.9,1.0,0.5,0.312,0.177,0.011,0.0,0.532,0.645,0.466,0.333,0.5,,0.818,,0.07,9,,,0,0,gortama01,2018-2019,NBA
Devonte' Graham,PG,23,CHO,46,676,0.343,18.4,0.44,0.194,0.079,0.083,0.083,0.56,0.421,0.548,0.294,0.278,0.389,0.281,0.3,0.765,0.0,0,0.157,0.421,5,0,grahade01,2018-2019,NBA
Treveon Graham,SG,25,BRK,35,715,0.335,19.3,0.33,0.11,0.115,0.094,0.01,0.67,0.413,0.524,0.318,0.444,0.0,0.297,0.654,1.0,0.0,0,0.305,0.205,0,0,grahatr01,2018-2019,NBA
Jerami Grant,PF,24,OKC,80,2612,0.497,11.4,0.644,0.42,0.141,0.045,0.038,0.356,0.555,0.679,0.293,0.324,0.419,0.392,0.786,0.991,0.136,101,0.515,0.397,2,0,grantje01,2018-2019,NBA
Jerian Grant,PG,26,ORL,60,939,0.418,18.3,0.5,0.109,0.118,0.132,0.141,0.5,0.473,0.708,0.346,0.414,0.452,0.364,0.288,0.775,0.005,1,0.127,0.429,0,0,grantje02,2018-2019,NBA
Donte Grantham,SF,23,OKC,3,2,0.0,26.4,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,grantdo01,2018-2019,NBA
Danny Green,SG,31,TOR,80,2216,0.465,19.6,0.31,0.114,0.086,0.054,0.056,0.69,0.487,0.639,0.333,0.471,0.429,0.455,0.621,0.914,0.003,2,0.414,0.5,2,0,greenda02,2018-2019,NBA
Draymond Green,PF,28,GSW,66,2065,0.445,13.4,0.609,0.358,0.135,0.066,0.05,0.391,0.549,0.702,0.316,0.393,0.286,0.285,0.702,0.936,0.064,25,0.133,0.455,1,0,greendr01,2018-2019,NBA
Gerald Green,SG,33,HOU,73,1473,0.4,20.9,0.237,0.097,0.064,0.04,0.036,0.763,0.547,0.75,0.486,0.261,0.429,0.354,0.68,0.91,0.021,10,0.313,0.413,1,0,greenge01,2018-2019,NBA
JaMychal Green,PF,28,TOT,65,1371,0.483,13.0,0.63,0.345,0.134,0.055,0.097,0.37,0.53,0.652,0.328,0.5,0.391,0.403,0.623,0.958,0.092,37,0.278,0.449,0,0,greenja01,2018-2019,NBA
JaMychal Green,PF,28,MEM,41,900,0.484,11.9,0.692,0.369,0.147,0.061,0.115,0.308,0.523,0.643,0.304,0.474,0.444,0.396,0.69,0.974,0.112,28,0.333,0.344,0,0,greenja01,2018-2019,NBA
JaMychal Green,PF,28,LAC,24,471,0.482,15.1,0.512,0.299,0.11,0.043,0.061,0.488,0.548,0.673,0.389,0.571,0.2,0.413,0.457,0.939,0.055,9,0.213,0.647,0,0,greenja01,2018-2019,NBA
Jeff Green,PF,32,WAS,77,2097,0.475,15.9,0.534,0.242,0.124,0.08,0.089,0.466,0.586,0.771,0.471,0.364,0.443,0.347,0.614,0.973,0.063,39,0.281,0.389,4,0,greenje02,2018-2019,NBA
Blake Griffin,PF,29,DET,75,2622,0.462,13.1,0.611,0.283,0.241,0.054,0.034,0.389,0.525,0.686,0.433,0.208,0.333,0.362,0.34,0.561,0.031,37,0.178,0.398,3,0,griffbl01,2018-2019,NBA
Daniel Hamilton,SG,23,ATL,19,204,0.383,12.7,0.617,0.3,0.2,0.083,0.033,0.383,0.405,0.5,0.333,0.2,0.5,0.348,0.267,1.0,0.0,0,0.478,0.364,0,0,hamilda02,2018-2019,NBA
Dusty Hannahs,SG,25,MEM,2,26,0.25,13.1,0.583,0.417,0.083,0.083,0.0,0.417,0.429,0.6,0.0,0.0,,0.0,1.0,,0.0,0,0.2,0.0,0,0,hannadu01,2018-2019,NBA
Tim Hardaway Jr.,SG,26,TOT,65,2057,0.393,17.4,0.52,0.162,0.11,0.113,0.135,0.48,0.442,0.584,0.321,0.42,0.388,0.34,0.425,0.728,0.016,14,0.115,0.345,2,0,hardati02,2018-2019,NBA
Tim Hardaway Jr.,SG,26,NYK,46,1499,0.388,17.4,0.536,0.168,0.106,0.107,0.154,0.464,0.424,0.557,0.299,0.41,0.375,0.347,0.352,0.675,0.012,8,0.077,0.269,1,0,hardati02,2018-2019,NBA
Tim Hardaway Jr.,SG,26,DAL,19,558,0.404,17.6,0.476,0.146,0.12,0.127,0.082,0.524,0.496,0.667,0.375,0.441,0.455,0.321,0.619,0.867,0.026,6,0.207,0.414,1,0,hardati02,2018-2019,NBA
James Harden,PG,29,HOU,78,2867,0.442,16.4,0.461,0.235,0.166,0.042,0.018,0.539,0.528,0.6,0.467,0.444,0.343,0.368,0.105,0.161,0.012,20,0.079,0.358,1,0,hardeja01,2018-2019,NBA
Maurice Harkless,SF,25,POR,60,1415,0.487,9.7,0.691,0.526,0.129,0.013,0.023,0.309,0.582,0.667,0.34,0.4,0.111,0.275,0.673,0.939,0.186,66,0.317,0.289,2,0,harklma01,2018-2019,NBA
Montrezl Harrell,C,25,LAC,82,2158,0.615,3.9,0.981,0.669,0.242,0.054,0.016,0.019,0.623,0.724,0.419,0.375,0.357,0.176,0.696,1.0,0.252,203,0.059,0.0,3,0,harremo01,2018-2019,NBA
Devin Harris,PG,35,DAL,68,1071,0.38,17.6,0.424,0.21,0.13,0.023,0.061,0.576,0.476,0.589,0.4,0.25,0.333,0.31,0.571,0.871,0.0,0,0.19,0.316,3,0,harride01,2018-2019,NBA
Gary Harris,SG,24,DEN,57,1639,0.424,13.6,0.62,0.295,0.155,0.088,0.082,0.38,0.476,0.617,0.323,0.446,0.288,0.339,0.606,0.89,0.052,27,0.256,0.371,1,0,harriga01,2018-2019,NBA
Joe Harris,SG,27,BRK,76,2293,0.5,15.3,0.484,0.279,0.138,0.047,0.02,0.516,0.528,0.646,0.35,0.314,0.6,0.474,0.801,0.989,0.001,1,0.15,0.517,0,0,harrijo01,2018-2019,NBA
Tobias Harris,PF,26,TOT,82,2847,0.487,13.4,0.687,0.242,0.192,0.158,0.095,0.313,0.528,0.66,0.461,0.434,0.487,0.397,0.393,0.808,0.047,55,0.17,0.448,3,0,harrito02,2018-2019,NBA
Tobias Harris,PF,26,LAC,55,1903,0.496,13.4,0.698,0.235,0.198,0.163,0.103,0.302,0.523,0.657,0.456,0.439,0.477,0.434,0.34,0.813,0.036,30,0.159,0.488,2,0,harrito02,2018-2019,NBA
Tobias Harris,PF,26,PHI,27,944,0.469,13.4,0.662,0.256,0.18,0.148,0.078,0.338,0.542,0.667,0.472,0.424,0.516,0.326,0.51,0.795,0.07,25,0.193,0.385,1,0,harrito02,2018-2019,NBA
Andrew Harrison,PG,24,TOT,17,187,0.302,16.9,0.528,0.245,0.094,0.094,0.094,0.472,0.393,0.615,0.2,0.4,0.0,0.2,0.182,0.6,0.019,0,0.16,0.25,1,0,harrian01,2018-2019,NBA
Andrew Harrison,PG,24,MEM,1,5,0.5,13.3,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,,,,0.0,0.0,,0.0,0,0.0,,0,0,harrian01,2018-2019,NBA
Andrew Harrison,PG,24,CLE,10,144,0.308,14.3,0.641,0.282,0.128,0.103,0.128,0.359,0.36,0.636,0.2,0.25,0.0,0.214,0.222,0.333,0.026,0,0.214,0.333,0,0,harrian01,2018-2019,NBA
Andrew Harrison,PG,24,NOP,6,38,0.25,26.0,0.167,0.083,0.0,0.083,0.0,0.833,0.5,0.0,,1.0,,0.2,0.0,1.0,0.0,0,0.1,0.0,1,0,harrian01,2018-2019,NBA
Shaquille Harrison,SG,25,CHI,73,1430,0.432,8.4,0.791,0.528,0.185,0.052,0.026,0.209,0.475,0.578,0.291,0.227,0.182,0.27,0.388,0.875,0.038,14,0.337,0.267,3,0,harrish01,2018-2019,NBA
Josh Hart,SG,23,LAL,67,1715,0.407,17.0,0.409,0.261,0.063,0.058,0.028,0.591,0.511,0.661,0.241,0.222,0.308,0.336,0.722,0.924,0.034,16,0.234,0.375,0,0,hartjo01,2018-2019,NBA
Isaiah Hartenstein,PF,20,HOU,28,221,0.488,5.4,0.854,0.683,0.171,0.0,0.0,0.146,0.514,0.571,0.286,,,0.333,0.833,1.0,0.268,8,0.333,0.5,0,0,harteis01,2018-2019,NBA
Udonis Haslem,C,38,MIA,10,74,0.333,15.0,0.636,0.212,0.091,0.182,0.152,0.364,0.524,0.714,0.0,0.667,0.4,0.0,0.545,,0.03,1,0.167,0.0,0,0,hasleud01,2018-2019,NBA
Gordon Hayward,PF,28,BOS,72,1863,0.466,14.6,0.636,0.231,0.132,0.135,0.137,0.364,0.542,0.653,0.536,0.488,0.414,0.333,0.607,0.87,0.041,24,0.294,0.412,0,0,haywago01,2018-2019,NBA
John Henson,C,28,MIL,14,188,0.463,13.5,0.537,0.358,0.149,0.03,0.0,0.463,0.556,0.708,0.3,0.0,,0.355,0.7,0.909,0.179,11,0.323,0.4,0,0,hensojo01,2018-2019,NBA
Juancho Hernangómez,PF,23,DEN,70,1358,0.439,15.8,0.424,0.296,0.092,0.013,0.022,0.576,0.541,0.667,0.138,0.5,0.571,0.365,0.722,0.985,0.051,13,0.293,0.321,0,0,hernaju01,2018-2019,NBA
Willy Hernangómez,C,24,CHO,58,812,0.519,6.3,0.868,0.553,0.268,0.031,0.017,0.132,0.539,0.607,0.418,0.667,0.0,0.385,0.659,1.0,0.095,25,0.128,0.4,0,0,hernawi01,2018-2019,NBA
Mario Hezonja,SF,23,NYK,58,1206,0.412,12.8,0.672,0.341,0.151,0.086,0.095,0.328,0.478,0.563,0.329,0.525,0.364,0.276,0.47,0.857,0.045,19,0.158,0.125,0,0,hezonma01,2018-2019,NBA
Isaiah Hicks,PF,24,NYK,3,32,0.5,7.6,1.0,0.5,0.125,0.25,0.125,0.0,0.5,0.5,0.0,0.5,1.0,,0.5,,0.125,0,,,0,0,hicksis01,2018-2019,NBA
Buddy Hield,SG,26,SAC,82,2615,0.458,17.0,0.521,0.19,0.089,0.094,0.149,0.479,0.487,0.671,0.24,0.414,0.446,0.427,0.504,0.842,0.026,34,0.194,0.516,2,0,hieldbu01,2018-2019,NBA
Haywood Highsmith,SF,22,PHI,5,40,0.4,15.2,0.5,0.3,0.1,0.1,0.0,0.5,0.6,0.333,1.0,1.0,,0.2,1.0,1.0,0.0,0,0.4,0.0,0,0,highsha01,2018-2019,NBA
Nenê,C,36,HOU,42,546,0.517,7.8,0.974,0.388,0.293,0.103,0.19,0.026,0.531,0.8,0.294,0.333,0.455,0.0,0.783,,0.112,12,0.0,,0,0,hilarne01,2018-2019,NBA
George Hill,PG,32,TOT,60,1302,0.452,14.7,0.593,0.306,0.08,0.106,0.101,0.407,0.547,0.661,0.3,0.525,0.421,0.314,0.418,0.792,0.011,4,0.242,0.351,1,0,hillge01,2018-2019,NBA
George Hill,PG,32,CLE,13,344,0.514,13.1,0.738,0.308,0.084,0.14,0.206,0.262,0.532,0.636,0.222,0.533,0.5,0.464,0.357,0.692,0.019,2,0.214,0.5,0,0,hillge01,2018-2019,NBA
George Hill,PG,32,MIL,47,958,0.428,15.3,0.535,0.305,0.078,0.093,0.059,0.465,0.556,0.671,0.333,0.52,0.313,0.28,0.45,0.829,0.007,2,0.248,0.323,1,0,hillge01,2018-2019,NBA
Solomon Hill,SF,27,NOP,44,878,0.382,16.7,0.433,0.23,0.112,0.056,0.034,0.567,0.468,0.61,0.3,0.4,0.167,0.317,0.694,1.0,0.045,7,0.366,0.378,1,0,hillso01,2018-2019,NBA
Aaron Holiday,PG,22,IND,50,646,0.401,17.7,0.515,0.183,0.111,0.076,0.145,0.485,0.459,0.604,0.345,0.4,0.395,0.339,0.387,0.791,0.011,2,0.102,0.385,1,0,holidaa01,2018-2019,NBA
Jrue Holiday,SG,28,NOP,67,2402,0.472,12.3,0.687,0.318,0.192,0.122,0.056,0.313,0.539,0.655,0.446,0.475,0.338,0.325,0.305,0.593,0.024,25,0.107,0.41,1,0,holidjr01,2018-2019,NBA
Justin Holiday,SG,29,TOT,82,2607,0.386,18.6,0.402,0.152,0.068,0.075,0.107,0.598,0.442,0.669,0.132,0.379,0.361,0.348,0.761,0.932,0.041,30,0.335,0.41,2,0,holidju01,2018-2019,NBA
Justin Holiday,SG,29,CHI,38,1325,0.383,20.3,0.315,0.094,0.061,0.069,0.091,0.685,0.435,0.649,0.167,0.444,0.389,0.359,0.648,0.938,0.025,9,0.293,0.43,1,0,holidju01,2018-2019,NBA
Justin Holiday,SG,29,MEM,44,1282,0.389,16.8,0.491,0.211,0.076,0.081,0.123,0.509,0.447,0.679,0.103,0.323,0.34,0.333,0.833,0.923,0.057,21,0.395,0.39,1,0,holidju01,2018-2019,NBA
John Holland,SF,30,CLE,1,1,,,,,,,,,,,,,,,,,,0,,,0,0,hollajo02,2018-2019,NBA
Rondae Hollis-Jefferson,SF,24,BRK,59,1234,0.411,6.6,0.899,0.47,0.292,0.129,0.008,0.101,0.436,0.559,0.324,0.254,0.25,0.184,0.712,1.0,0.045,19,0.714,0.229,0,0,holliro01,2018-2019,NBA
Richaun Holmes,C,25,PHO,70,1184,0.608,3.5,1.0,0.633,0.279,0.082,0.005,0.0,0.608,0.749,0.373,0.367,0.0,,0.77,,0.277,95,,,0,0,holmeri01,2018-2019,NBA
Rodney Hood,SG,26,TOT,72,1893,0.435,16.0,0.648,0.116,0.182,0.164,0.186,0.352,0.478,0.718,0.385,0.464,0.432,0.356,0.404,0.714,0.021,10,0.267,0.429,1,0,hoodro01,2018-2019,NBA
Rodney Hood,SG,26,CLE,45,1234,0.427,15.8,0.665,0.115,0.189,0.165,0.196,0.335,0.46,0.712,0.36,0.427,0.438,0.362,0.403,0.691,0.018,7,0.283,0.419,1,0,hoodro01,2018-2019,NBA
Rodney Hood,SG,26,POR,27,659,0.452,16.4,0.613,0.12,0.166,0.161,0.166,0.387,0.519,0.731,0.444,0.543,0.417,0.345,0.406,0.759,0.028,3,0.238,0.45,0,0,hoodro01,2018-2019,NBA
Al Horford,C,32,BOS,68,1973,0.535,13.3,0.719,0.242,0.207,0.119,0.151,0.281,0.604,0.743,0.54,0.535,0.523,0.36,0.752,1.0,0.072,47,0.094,0.263,1,0,horfoal01,2018-2019,NBA
Danuel House Jr.,SF,25,HOU,39,979,0.468,18.3,0.294,0.218,0.06,0.012,0.004,0.706,0.595,0.673,0.4,0.0,1.0,0.416,0.773,0.919,0.063,14,0.427,0.395,0,0,houseda01,2018-2019,NBA
Dwight Howard,C,33,WAS,9,230,0.623,4.6,1.0,0.623,0.217,0.058,0.101,0.0,0.623,0.767,0.4,0.25,0.429,,0.744,,0.188,12,,,0,0,howardw01,2018-2019,NBA
Kevin Huerter,SG,20,ATL,75,2048,0.419,16.8,0.463,0.193,0.142,0.096,0.032,0.537,0.457,0.598,0.355,0.333,0.429,0.385,0.504,0.772,0.037,24,0.19,0.418,2,0,huertke01,2018-2019,NBA
Isaac Humphries,C,21,ATL,5,56,0.286,15.0,0.476,0.333,0.048,0.095,0.0,0.524,0.3,0.429,0.0,0.0,,0.273,0.333,1.0,0.095,0,0.455,0.4,0,0,humphis01,2018-2019,NBA
R.J. Hunter,SG,25,BOS,1,26,0.462,23.2,0.231,0.077,0.077,0.077,0.0,0.769,0.667,1.0,0.0,1.0,,0.4,0.5,0.75,0.077,1,0.0,,0,0,hunterj01,2018-2019,NBA
Chandler Hutchison,SF,22,CHI,44,895,0.459,9.6,0.761,0.435,0.258,0.048,0.019,0.239,0.516,0.593,0.444,0.1,0.75,0.28,0.622,1.0,0.091,16,0.44,0.273,3,0,hutchch01,2018-2019,NBA
Serge Ibaka,C,29,TOR,74,2010,0.529,11.8,0.807,0.259,0.229,0.152,0.168,0.193,0.586,0.758,0.517,0.474,0.517,0.29,0.788,0.98,0.09,71,0.107,0.333,0,0,ibakase01,2018-2019,NBA
Andre Iguodala,SF,35,GSW,68,1578,0.5,14.9,0.523,0.344,0.05,0.056,0.073,0.477,0.652,0.856,0.2,0.294,0.273,0.333,0.757,0.958,0.228,69,0.41,0.407,1,0,iguodan01,2018-2019,NBA
Ersan İlyasova,PF,31,MIL,67,1231,0.438,13.8,0.58,0.354,0.115,0.058,0.052,0.42,0.493,0.615,0.25,0.364,0.35,0.363,0.697,1.0,0.013,4,0.244,0.333,1,0,ilyaser01,2018-2019,NBA
Joe Ingles,PF,31,UTA,82,2568,0.448,17.3,0.398,0.191,0.133,0.042,0.031,0.602,0.533,0.667,0.439,0.382,0.32,0.391,0.388,0.825,0.004,3,0.261,0.444,2,0,inglejo01,2018-2019,NBA
Andre Ingram,SG,33,LAL,4,15,0.0,17.9,0.5,0.0,0.167,0.167,0.167,0.5,0.0,,0.0,0.0,0.0,0.0,,,0.0,0,0.333,0.0,0,0,ingraan01,2018-2019,NBA
Brandon Ingram,SF,21,LAL,52,1760,0.497,10.1,0.871,0.34,0.185,0.204,0.141,0.129,0.521,0.681,0.437,0.389,0.437,0.33,0.363,0.903,0.063,43,0.415,0.359,0,0,ingrabr01,2018-2019,NBA
Kyrie Irving,PG,26,BOS,67,2214,0.487,14.6,0.65,0.226,0.16,0.132,0.132,0.35,0.533,0.633,0.444,0.524,0.476,0.401,0.265,0.638,0.002,1,0.124,0.407,1,0,irvinky01,2018-2019,NBA
Jonathan Isaac,PF,21,ORL,75,1996,0.429,14.7,0.565,0.296,0.088,0.082,0.098,0.435,0.51,0.641,0.407,0.32,0.367,0.323,0.653,0.988,0.09,48,0.376,0.33,1,0,isaacjo01,2018-2019,NBA
Wes Iwundu,SF,24,ORL,68,1233,0.412,12.6,0.712,0.325,0.146,0.095,0.146,0.288,0.431,0.573,0.275,0.346,0.325,0.367,0.512,1.0,0.069,17,0.367,0.241,1,0,iwundwe01,2018-2019,NBA
Demetrius Jackson,PG,24,PHI,6,39,0.533,14.1,0.6,0.333,0.067,0.2,0.0,0.4,0.667,0.6,1.0,0.667,,0.333,0.5,1.0,0.067,1,0.167,1.0,0,0,jacksde01,2018-2019,NBA
Frank Jackson,PG,20,NOP,61,1169,0.434,12.8,0.622,0.333,0.154,0.089,0.045,0.378,0.507,0.658,0.333,0.425,0.15,0.314,0.638,0.887,0.02,9,0.42,0.296,0,0,jacksfr01,2018-2019,NBA
Jaren Jackson Jr.,PF,19,MEM,58,1515,0.506,9.9,0.759,0.326,0.334,0.08,0.019,0.241,0.553,0.729,0.426,0.426,0.273,0.359,0.636,0.941,0.102,57,0.246,0.2,0,0,jacksja02,2018-2019,NBA
Josh Jackson,SG,21,PHO,79,1988,0.413,11.7,0.732,0.319,0.208,0.096,0.109,0.268,0.445,0.534,0.337,0.42,0.413,0.324,0.478,0.89,0.077,50,0.289,0.277,2,0,jacksjo02,2018-2019,NBA
Justin Jackson,SF,23,TOT,81,1614,0.447,16.4,0.495,0.155,0.179,0.115,0.045,0.505,0.542,0.8,0.46,0.393,0.364,0.355,0.777,0.966,0.01,5,0.355,0.391,2,0,jacksju01,2018-2019,NBA
Justin Jackson,SF,23,SAC,52,1083,0.424,17.4,0.461,0.115,0.163,0.119,0.064,0.539,0.515,0.824,0.396,0.457,0.368,0.346,0.743,0.964,0.01,3,0.358,0.404,1,0,jacksju01,2018-2019,NBA
Justin Jackson,SF,23,DAL,29,531,0.484,14.8,0.547,0.216,0.205,0.111,0.016,0.453,0.577,0.78,0.538,0.286,0.333,0.372,0.817,0.969,0.011,2,0.349,0.367,1,0,jacksju01,2018-2019,NBA
Reggie Jackson,PG,28,DET,82,2289,0.421,16.5,0.55,0.138,0.206,0.113,0.094,0.45,0.464,0.583,0.394,0.432,0.48,0.369,0.187,0.793,0.016,14,0.172,0.407,4,0,jacksre01,2018-2019,NBA
LeBron James,SF,34,LAL,55,1937,0.51,12.3,0.701,0.38,0.132,0.077,0.112,0.299,0.582,0.755,0.297,0.417,0.447,0.339,0.34,0.342,0.081,85,0.073,0.292,0,0,jamesle01,2018-2019,NBA
Amile Jefferson,PF,25,ORL,12,68,0.625,2.8,1.0,0.75,0.25,0.0,0.0,0.0,0.625,0.75,0.25,,,,0.7,,0.0,0,,,0,0,jeffeam01,2018-2019,NBA
John Jenkins,SG,27,TOT,26,333,0.4,20.7,0.448,0.048,0.038,0.095,0.267,0.552,0.426,0.6,0.5,0.3,0.429,0.379,0.85,0.909,0.0,0,0.276,0.313,0,0,jenkijo01,2018-2019,NBA
John Jenkins,SG,27,WAS,4,14,1.0,25.6,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,,1.0,0.0,0,0.0,,0,0,jenkijo01,2018-2019,NBA
John Jenkins,SG,27,NYK,22,319,0.388,20.6,0.456,0.049,0.039,0.097,0.272,0.544,0.426,0.6,0.5,0.3,0.429,0.357,0.85,0.9,0.0,0,0.286,0.313,0,0,jenkijo01,2018-2019,NBA
Jonas Jerebko,PF,31,GSW,73,1218,0.459,16.7,0.47,0.262,0.079,0.042,0.087,0.53,0.563,0.667,0.286,0.6,0.484,0.367,0.766,1.0,0.042,14,0.271,0.392,1,1,jerebjo01,2018-2019,NBA
Alize Johnson,PF,22,IND,14,64,0.25,9.7,0.875,0.25,0.438,0.063,0.125,0.125,0.214,0.5,0.143,0.0,0.0,0.5,0.0,1.0,0.0,0,0.5,1.0,0,0,johnsal02,2018-2019,NBA
Amir Johnson,C,31,PHI,51,529,0.503,9.7,0.745,0.427,0.28,0.019,0.019,0.255,0.573,0.687,0.409,0.667,0.333,0.3,0.687,1.0,0.089,12,0.175,0.143,1,0,johnsam01,2018-2019,NBA
B.J. Johnson,SF,23,TOT,7,49,0.5,16.6,0.611,0.222,0.111,0.167,0.111,0.389,0.545,0.25,1.0,0.667,0.5,0.429,0.5,1.0,0.056,1,0.429,0.667,1,0,johnsbj01,2018-2019,NBA
B.J. Johnson,SF,23,ATL,6,43,0.5,16.2,0.625,0.25,0.125,0.125,0.125,0.375,0.5,0.25,1.0,0.5,0.5,0.5,0.6,1.0,0.063,1,0.5,0.667,1,0,johnsbj01,2018-2019,NBA
B.J. Johnson,SF,23,SAC,1,6,0.5,19.8,0.5,0.0,0.0,0.5,0.0,0.5,1.0,,,1.0,,0.0,0.0,,0.0,0,0.0,,0,0,johnsbj01,2018-2019,NBA
James Johnson,PF,31,MIA,55,1164,0.433,13.2,0.607,0.314,0.187,0.069,0.037,0.393,0.496,0.622,0.408,0.269,0.286,0.336,0.518,0.86,0.069,23,0.282,0.381,3,0,johnsja01,2018-2019,NBA
Stanley Johnson,SF,22,TOT,66,1208,0.389,15.4,0.511,0.239,0.166,0.075,0.032,0.489,0.484,0.543,0.452,0.455,0.286,0.288,0.321,0.935,0.011,5,0.321,0.304,3,0,johnsst04,2018-2019,NBA
Stanley Johnson,SF,22,DET,48,961,0.381,15.8,0.481,0.226,0.16,0.074,0.02,0.519,0.488,0.544,0.482,0.385,0.286,0.282,0.317,0.961,0.011,4,0.32,0.293,1,0,johnsst04,2018-2019,NBA
Stanley Johnson,SF,22,NOP,18,247,0.418,13.8,0.626,0.286,0.187,0.077,0.077,0.374,0.474,0.538,0.353,0.714,0.286,0.324,0.333,0.818,0.011,1,0.324,0.364,2,0,johnsst04,2018-2019,NBA
Tyler Johnson,PG,26,TOT,57,1529,0.413,16.2,0.506,0.181,0.175,0.093,0.057,0.494,0.477,0.642,0.446,0.367,0.233,0.346,0.567,0.956,0.011,5,0.185,0.271,0,0,johnsty01,2018-2019,NBA
Tyler Johnson,PG,26,MIA,44,1123,0.426,16.5,0.491,0.182,0.172,0.082,0.055,0.509,0.503,0.644,0.493,0.394,0.227,0.353,0.606,0.986,0.01,3,0.147,0.3,0,0,johnsty01,2018-2019,NBA
Tyler Johnson,PG,26,PHO,13,406,0.368,15.2,0.552,0.176,0.184,0.128,0.064,0.448,0.406,0.636,0.304,0.313,0.25,0.321,0.429,0.833,0.016,2,0.321,0.222,0,0,johnsty01,2018-2019,NBA
Wesley Johnson,SF,31,TOT,38,534,0.352,19.5,0.406,0.102,0.031,0.086,0.188,0.594,0.385,0.769,0.25,0.091,0.333,0.329,0.65,0.92,0.023,3,0.526,0.225,0,0,johnswe01,2018-2019,NBA
Wesley Johnson,SF,31,NOP,26,377,0.398,19.0,0.432,0.125,0.034,0.068,0.205,0.568,0.421,0.818,0.0,0.167,0.333,0.38,0.625,0.895,0.034,3,0.5,0.32,0,0,johnswe01,2018-2019,NBA
Wesley Johnson,SF,31,WAS,12,157,0.25,20.7,0.35,0.05,0.025,0.125,0.15,0.65,0.286,0.5,1.0,0.0,0.333,0.231,0.75,1.0,0.0,0,0.577,0.067,0,0,johnswe01,2018-2019,NBA
Nikola Jokić,C,23,DEN,80,2504,0.511,10.4,0.776,0.323,0.299,0.086,0.067,0.224,0.569,0.695,0.499,0.519,0.346,0.307,0.48,0.916,0.009,11,0.022,0.333,4,0,jokicni01,2018-2019,NBA
Damian Jones,C,23,GSW,24,410,0.716,3.0,1.0,0.784,0.149,0.014,0.054,0.0,0.716,0.793,0.455,0.0,0.5,,0.887,,0.5,35,,,0,0,jonesda03,2018-2019,NBA
Derrick Jones Jr.,SF,21,MIA,60,1153,0.494,9.0,0.719,0.549,0.139,0.025,0.006,0.281,0.567,0.646,0.289,0.5,0.0,0.308,0.652,1.0,0.231,62,0.626,0.368,3,0,jonesde02,2018-2019,NBA
Jalen Jones,SF,25,CLE,16,214,0.419,14.8,0.548,0.226,0.226,0.048,0.048,0.452,0.471,0.714,0.357,0.333,0.0,0.357,0.25,1.0,0.048,3,0.286,0.375,0,0,jonesja04,2018-2019,NBA
Jemerrio Jones,SF,23,LAL,6,143,0.364,10.6,0.697,0.455,0.152,0.061,0.03,0.303,0.435,0.6,0.2,0.0,0.0,0.2,0.6,1.0,0.03,1,0.0,,0,0,jonesje01,2018-2019,NBA
Terrence Jones,PF,27,HOU,2,5,0.25,13.8,0.5,0.25,0.25,0.0,0.0,0.5,0.5,1.0,0.0,,,0.0,1.0,,0.0,0,0.0,,0,0,joneste01,2018-2019,NBA
