Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,Player Reference,Season,League
Vince Carter,SG,35,DAL,61,1542,,42%,58%,,,7.6,12.2,39,20,74,13,52,8.0,317,7,21,cartevi01,2011-2012,NBA
Omri Casspi,SF,23,CLE,65,1341,,,99%,1%,,-10.9,-5.9,27,21,57,10,53,6.0,149,8,33,casspom01,2011-2012,NBA
Mario Chalmers,PG,25,MIA,64,1825,96%,4%,,,,10.4,8.7,77,29,61,19,25,19.0,480,6,18,chalmma01,2011-2012,NBA
Tyson Chandler,C,29,NYK,62,2061,,,,,100%,3.1,-0.8,29,25,76,21,140,20.0,130,27,25,chandty01,2011-2012,NBA
Wilson Chandler,SF,24,DEN,8,215,,,87%,13%,,-4.7,-8.6,8,3,9,4,6,1.0,41,2,4,chandwi01,2011-2012,NBA
Josh Childress,SF,28,PHO,34,491,,,97%,3%,,-5.0,-5.5,5,2,24,0,1,3.0,79,0,4,childjo01,2011-2012,NBA
Earl Clark,PF,24,ORL,45,559,,,6%,87%,7%,-14.5,-18.7,6,10,41,6,13,4.0,46,1,14,clarkea01,2011-2012,NBA
Norris Cole,PG,23,MIA,65,1260,100%,,,,,-0.9,-12.4,56,26,57,10,35,7.0,302,9,37,coleno01,2011-2012,NBA
Jason Collins,C,33,ATL,30,308,,,,,100%,2.2,-1.8,1,2,22,1,6,2.0,23,1,3,collija04,2011-2012,NBA
Darren Collison,PG,24,IND,60,1878,100%,,,,,3.3,0.1,63,36,60,8,48,7.0,643,10,47,collida01,2011-2012,NBA
Nick Collison,PF,31,OKC,63,1307,,,,60%,41%,11.4,7.7,17,19,90,11,29,4.0,204,7,22,collini01,2011-2012,NBA
Mike Conley,PG,24,MEM,62,2174,100%,,,,,5.8,10.9,66,47,62,5,50,13.0,856,12,40,conlemi01,2011-2012,NBA
Brian Cook,PF,31,TOT,32,276,,,,72%,28%,-2.8,-0.7,2,2,27,5,3,0.0,21,0,2,cookbr01,2011-2012,NBA
Brian Cook,PF,31,LAC,16,121,,,,70%,30%,-12.8,-16.4,1,0,17,2,1,0.0,4,0,1,cookbr01,2011-2012,NBA
Brian Cook,PF,31,WAS,16,155,,,,74%,26%,5.0,11.6,1,2,10,3,2,0.0,17,0,1,cookbr01,2011-2012,NBA
Daequan Cook,SG,24,OKC,57,989,,90%,9%,1%,,5.7,-1.4,6,0,39,2,7,6.0,32,1,4,cookda02,2011-2012,NBA
DeMarcus Cousins,C,21,SAC,64,1950,,,,,100%,-4.7,3.5,53,55,119,35,176,14.0,222,47,103,couside01,2011-2012,NBA
Jamal Crawford,PG,31,POR,60,1613,38%,61%,1%,,,-2.9,-3.5,48,38,23,12,76,7.0,430,13,38,crawfja01,2011-2012,NBA
Jordan Crawford,SG,23,WAS,64,1753,3%,96%,1%,,,-9.3,-7.5,72,35,55,22,86,8.0,412,22,32,crawfjo02,2011-2012,NBA
Dante Cunningham,PF,24,MEM,64,1124,,,2%,97%,2%,-1.5,-5.9,13,5,49,7,33,1.0,85,8,12,cunnida01,2011-2012,NBA
Eddy Curry,C,29,MIA,14,83,,,,,100%,-42.0,-50.0,2,3,10,4,4,0.0,3,0,3,curryed01,2011-2012,NBA
Stephen Curry,PG,23,GSW,26,732,96%,5%,,,,4.8,10.9,39,16,24,2,10,5.0,309,1,7,curryst01,2011-2012,NBA
Samuel Dalembert,C,30,HOU,65,1446,,,,,100%,2.4,3.7,21,25,96,15,55,2.0,71,5,30,dalemsa01,2011-2012,NBA
Erick Dampier,C,36,ATL,15,83,,,,8%,92%,5.2,1.4,1,0,5,2,0,0.0,8,0,0,dampier01,2011-2012,NBA
Marquis Daniels,SG,31,BOS,38,484,1%,40%,58%,2%,,-0.5,-4.0,7,17,20,1,11,1.0,107,5,20,daniema01,2011-2012,NBA
Baron Davis,PG,32,NYK,29,595,94%,6%,,,,3.2,-0.2,54,14,26,5,12,1.0,310,2,8,davisba01,2011-2012,NBA
Ed Davis,PF,22,TOR,66,1534,,,,44%,56%,-8.0,-8.2,19,24,81,14,54,2.0,135,14,20,davised01,2011-2012,NBA
Glen Davis,PF,26,ORL,61,1427,,,,45%,55%,-1.0,-3.5,28,15,41,27,87,10.0,113,20,43,davisgl01,2011-2012,NBA
Josh Davis,PF,31,MEM,15,130,,,,46%,54%,-18.2,-21.4,3,0,14,0,4,0.0,15,0,3,davisjo02,2011-2012,NBA
Eric Dawson,C,27,SAS,4,39,,,,2%,98%,-28.3,-36.7,1,1,5,0,1,0.0,0,0,1,dawsoer01,2011-2012,NBA
Austin Daye,SF,23,DET,41,603,,1%,89%,10%,,-13.0,-9.2,18,11,38,3,19,0.0,73,4,11,dayeau01,2011-2012,NBA
Carlos Delfino,SF,29,MIL,54,1537,,45%,55%,,,-6.0,-12.0,41,14,41,3,23,13.0,267,5,33,delfica01,2011-2012,NBA
Luol Deng,SF,26,CHI,54,2129,,,95%,5%,,9.5,-0.4,49,32,39,11,68,7.0,346,15,41,denglu01,2011-2012,NBA
Justin Dentmon,PG,26,TOT,6,91,100%,,,,,-13.4,-12.3,3,2,4,0,3,1.0,23,0,2,dentmju01,2011-2012,NBA
Justin Dentmon,PG,26,SAS,2,19,100%,,,,,-13.9,-21.9,0,1,0,0,0,0.0,3,0,0,dentmju01,2011-2012,NBA
Justin Dentmon,PG,26,TOR,4,72,100%,,,,,-13.3,-9.8,3,1,4,0,3,1.0,20,0,2,dentmju01,2011-2012,NBA
DeMar DeRozan,SG,22,TOR,63,2206,,68%,32%,,,-2.5,3.9,32,56,70,18,155,5.0,299,31,72,derozde01,2011-2012,NBA
Boris Diaw,PF,29,TOT,57,1424,,,1%,83%,16%,-6.9,2.3,58,28,69,15,16,4.0,457,1,15,diawbo01,2011-2012,NBA
Boris Diaw,PF,29,CHA,37,1018,,,2%,91%,8%,-16.0,-0.5,47,22,42,9,12,3.0,348,1,11,diawbo01,2011-2012,NBA
Boris Diaw,PF,29,SAS,20,406,,,,62%,38%,15.8,9.1,11,6,27,6,4,1.0,109,0,4,diawbo01,2011-2012,NBA
Ike Diogu,PF,28,SAS,2,14,,,,8%,92%,36.8,29.0,0,0,1,0,1,0.0,0,0,1,dioguik01,2011-2012,NBA
DeSagana Diop,C,30,CHA,27,325,,,,,100%,-20.6,-5.6,4,6,20,6,1,2.0,53,0,4,diopde01,2011-2012,NBA
Keyon Dooling,SG,31,BOS,46,662,12%,86%,2%,,,-10.8,-17.3,12,12,18,6,11,9.0,110,1,4,doolike01,2011-2012,NBA
Toney Douglas,PG,25,NYK,38,656,89%,11%,,,,-0.4,-4.7,33,10,13,7,12,4.0,186,4,15,douglto01,2011-2012,NBA
Goran Dragić,PG,25,HOU,66,1752,80%,20%,,,,1.9,3.3,67,52,61,20,66,12.0,790,14,35,dragigo01,2011-2012,NBA
Jared Dudley,SG,26,PHO,65,2020,,55%,45%,,,2.0,6.5,43,15,37,8,77,10.0,256,22,34,dudleja01,2011-2012,NBA
Chris Duhon,PG,29,ORL,63,1226,100%,,,,,0.7,-0.4,44,24,32,1,5,8.0,360,1,9,duhonch01,2011-2012,NBA
Tim Duncan*,C,35,SAS,58,1634,,,,,100%,8.8,1.8,47,26,50,17,126,5.0,292,29,53,duncati01,2011-2012,NBA
Mike Dunleavy,SF,31,MIL,55,1445,,11%,82%,7%,,5.2,9.1,34,11,52,6,59,19.0,257,10,15,dunlemi02,2011-2012,NBA
Kevin Durant,SF,23,OKC,66,2546,,,78%,22%,,7.1,1.9,91,111,62,30,196,2.0,542,48,42,duranke01,2011-2012,NBA
Jerome Dyson,PG,24,NOH,9,180,100%,,,,,1.5,6.1,8,8,6,3,14,1.0,39,4,3,dysonje01,2011-2012,NBA
Devin Ebanks,SG,22,LAL,24,396,,50%,49%,,,-0.2,-1.9,6,3,13,3,17,1.0,26,1,7,ebankde01,2011-2012,NBA
Wayne Ellington,SG,24,MIN,51,973,17%,76%,8%,,,-0.4,2.4,15,6,30,2,17,4.0,80,5,8,ellinwa01,2011-2012,NBA
Monta Ellis,SG,26,TOT,58,2120,19%,81%,1%,,,-1.1,1.8,78,67,68,19,100,18.0,791,21,36,ellismo01,2011-2012,NBA
Monta Ellis,SG,26,GSW,37,1365,18%,81%,1%,,,-2.4,2.2,60,37,37,16,63,12.0,512,13,27,ellismo01,2011-2012,NBA
Monta Ellis,SG,26,MIL,21,755,20%,80%,,,,1.1,1.2,18,30,31,3,37,6.0,279,8,9,ellismo01,2011-2012,NBA
Francisco Elson,C,35,PHI,5,16,,,,31%,69%,-42.8,-47.8,1,0,0,0,0,0.0,2,0,0,elsonfr01,2011-2012,NBA
Andre Emmett,SF,29,NJN,6,45,,,83%,17%,,-2.3,4.5,0,0,0,1,4,0.0,2,0,0,emmetan01,2011-2012,NBA
Semih Erden,C,25,CLE,28,333,,,,,100%,-11.5,-4.5,4,4,36,6,20,1.0,20,1,9,erdense01,2011-2012,NBA
Jeremy Evans,SF,24,UTA,29,217,,7%,36%,57%,,-10.4,-11.8,3,1,17,0,7,1.0,29,0,2,evansje01,2011-2012,NBA
Maurice Evans,SF,33,WAS,24,343,,18%,80%,2%,,2.1,9.1,2,6,19,1,5,0.0,19,2,5,evansma01,2011-2012,NBA
Reggie Evans,PF,31,LAC,56,771,,,4%,91%,5%,-9.7,-16.5,8,11,36,13,27,0.0,38,5,14,evansre01,2011-2012,NBA
Tyreke Evans,SG,22,SAC,63,2162,3%,62%,35%,,,-6.9,-2.6,67,51,55,20,122,6.0,663,27,75,evansty01,2011-2012,NBA
Christian Eyenga,SF,22,TOT,7,102,,9%,91%,,,-21.7,-16.3,1,1,3,1,3,1.0,10,0,0,eyengch01,2011-2012,NBA
Christian Eyenga,SF,22,CLE,6,83,,11%,89%,,,-28.5,-21.6,1,0,3,1,2,1.0,8,0,0,eyengch01,2011-2012,NBA
Christian Eyenga,SF,22,LAL,1,19,,,100%,,,8.3,6.9,0,1,0,0,1,0.0,2,0,0,eyengch01,2011-2012,NBA
Kenneth Faried,PF,22,DEN,46,1037,,,1%,93%,7%,0.6,-4.0,20,16,61,15,72,12.0,80,12,43,farieke01,2011-2012,NBA
Jordan Farmar,PG,25,NJN,39,831,100%,,,,,-10.3,-4.8,41,16,20,7,24,6.0,290,5,9,farmajo01,2011-2012,NBA
Derrick Favors,PF,20,UTA,65,1376,,,,79%,21%,-0.9,-2.6,25,25,69,23,98,2.0,92,18,49,favorde01,2011-2012,NBA
Raymond Felton,PG,27,POR,60,1906,98%,2%,,,,3.4,11.4,107,41,44,15,42,11.0,881,9,25,feltora01,2011-2012,NBA
Rudy Fernández,SG,26,DEN,31,710,7%,70%,23%,,,4.5,1.5,24,7,16,0,17,13.0,168,4,5,fernaru01,2011-2012,NBA
Kyrylo Fesenko,C,25,IND,3,17,,,,,100%,18.2,15.0,0,0,1,0,3,0.0,2,0,1,fesenky01,2011-2012,NBA
Landry Fields,SG,23,NYK,66,1894,,49%,50%,2%,,5.8,6.0,55,25,42,12,64,7.0,383,13,36,fieldla01,2011-2012,NBA
Derek Fisher,PG,37,TOT,63,1508,99%,1%,,,,5.1,2.7,55,12,45,6,24,23.0,360,4,20,fishede01,2011-2012,NBA
Derek Fisher,PG,37,LAL,43,1101,98%,2%,,,,2.5,1.5,44,9,34,5,17,20.0,297,2,17,fishede01,2011-2012,NBA
Derek Fisher,PG,37,OKC,20,407,100%,,,,,12.0,6.0,11,3,11,1,7,3.0,63,2,3,fishede01,2011-2012,NBA
Jonny Flynn,PG,22,TOT,29,416,100%,,,,,-15.0,-15.3,24,9,16,1,14,1.0,224,2,11,flynnjo01,2011-2012,NBA
Jonny Flynn,PG,22,HOU,11,135,100%,,,,,-26.0,-27.5,7,2,7,1,4,1.0,64,0,3,flynnjo01,2011-2012,NBA
Jonny Flynn,PG,22,POR,18,281,100%,,,,,-9.7,-9.4,17,7,9,0,10,0.0,160,2,8,flynnjo01,2011-2012,NBA
Jeff Foote,C,24,NOH,4,39,,,,5%,95%,0.0,4.3,0,1,3,1,0,0.0,0,0,2,footeje01,2011-2012,NBA
Gary Forbes,SG,26,TOR,48,713,17%,74%,9%,,,-4.6,-1.2,27,15,27,3,38,4.0,115,7,23,forbega01,2011-2012,NBA
T.J. Ford,PG,28,SAS,14,191,100%,,,,,9.9,2.1,12,9,9,2,5,2.0,107,1,0,fordtj01,2011-2012,NBA
Courtney Fortson,PG,23,TOT,10,95,100%,,,,,-20.6,-22.5,4,6,2,0,6,0.0,23,3,4,fortsco01,2011-2012,NBA
Courtney Fortson,PG,23,LAC,4,46,100%,,,,,-40.1,-43.6,3,2,1,0,3,0.0,11,1,2,fortsco01,2011-2012,NBA
Courtney Fortson,PG,23,HOU,6,49,100%,,,,,-2.3,-2.6,1,4,1,0,3,0.0,12,2,2,fortsco01,2011-2012,NBA
Jeff Foster,C,35,IND,11,141,,,,,100%,7.1,4.1,6,0,15,0,5,1.0,9,1,1,fosteje01,2011-2012,NBA
Randy Foye,SG,28,LAC,65,1682,1%,84%,15%,,,1.9,-2.1,41,16,61,10,33,10.0,328,8,34,foyera01,2011-2012,NBA
Jimmer Fredette,PG,22,SAC,61,1135,76%,24%,,,,-10.4,-6.7,33,22,44,3,20,2.0,244,2,27,fredeji01,2011-2012,NBA
Enes Freedom,C,19,UTA,66,874,,,,1%,99%,-8.5,-12.4,6,24,47,7,55,2.0,18,13,37,kanteen01,2011-2012,NBA
Channing Frye,PF,28,PHO,64,1669,,,,94%,6%,4.5,10.3,29,14,104,11,33,8.0,206,10,17,fryech01,2011-2012,NBA
Dan Gadzuric,C,33,NYK,2,13,,,,42%,58%,-8.0,-11.4,0,0,3,1,1,0.0,0,0,1,gadzuda01,2011-2012,NBA
Sundiata Gaines,SG,25,NJN,57,793,63%,35%,2%,,,-6.6,0.2,30,13,22,6,43,4.0,282,12,19,gainesu01,2011-2012,NBA
Danilo Gallinari,SF,23,DEN,43,1351,,,75%,24%,1%,8.4,8.8,27,20,39,12,81,18.0,253,10,25,gallida01,2011-2012,NBA
Francisco García,SF,30,SAC,49,798,,29%,69%,2%,,-7.9,-2.5,9,4,41,3,9,1.0,69,0,5,garcifr01,2011-2012,NBA
Kevin Garnett*,C,35,BOS,60,1864,,,,13%,87%,7.5,11.0,51,21,55,21,71,5.0,397,9,24,garneke01,2011-2012,NBA
Marc Gasol,C,27,MEM,65,2370,,,,1%,99%,5.3,11.6,49,38,108,24,138,10.0,460,27,41,gasolma01,2011-2012,NBA
Pau Gasol*,PF,31,LAL,65,2430,,,,63%,37%,3.6,8.5,59,52,60,12,103,10.0,519,22,56,gasolpa01,2011-2012,NBA
Rudy Gay,SF,25,MEM,65,2422,,,83%,17%,,2.3,-0.2,62,63,57,15,118,6.0,329,25,67,gayru01,2011-2012,NBA
Alonzo Gee,SG,24,CLE,63,1827,,49%,50%,1%,,-6.1,3.1,31,48,73,14,107,4.0,271,26,57,geeal01,2011-2012,NBA
Paul George,SG,21,IND,66,1958,,90%,10%,,,6.0,7.3,55,29,112,20,77,16.0,354,13,52,georgpa01,2011-2012,NBA
Daniel Gibson,SG,25,CLE,35,916,6%,92%,2%,,,-2.8,6.5,31,8,36,1,9,6.0,171,0,8,gibsoda01,2011-2012,NBA
Taj Gibson,PF,26,CHI,63,1284,,,,97%,3%,15.3,9.6,8,21,75,15,65,2.0,115,9,38,gibsota01,2011-2012,NBA
Manu Ginóbili*,SG,34,SAS,34,792,6%,87%,7%,,,15.1,9.7,44,18,24,1,36,8.0,333,7,14,ginobma01,2011-2012,NBA
Mickell Gladness,PF,25,TOT,26,252,,,8%,57%,35%,-12.9,-11.0,1,4,27,0,7,0.0,11,2,7,gladnmi01,2011-2012,NBA
Mickell Gladness,PF,25,MIA,8,28,,,,63%,37%,-24.3,-31.3,0,3,5,0,0,0.0,5,0,0,gladnmi01,2011-2012,NBA
Mickell Gladness,PF,25,GSW,18,224,,,9%,57%,35%,-11.5,-8.5,1,1,22,0,7,0.0,6,2,7,gladnmi01,2011-2012,NBA
Ryan Gomes,SF,29,LAC,32,425,,,86%,13%,,-6.8,-11.3,7,3,19,4,5,1.0,27,1,1,gomesry01,2011-2012,NBA
Drew Gooden,C,30,MIL,56,1469,,,,1%,99%,-5.4,-10.6,51,34,62,12,95,14.0,316,17,34,goodedr01,2011-2012,NBA
Ben Gordon,SG,28,DET,52,1398,28%,72%,1%,,,-7.8,-3.9,59,33,57,9,56,9.0,288,14,31,gordobe01,2011-2012,NBA
Eric Gordon,SG,23,NOH,9,310,85%,15%,,,,4.3,9.6,11,12,11,1,27,0.0,67,10,8,gordoer01,2011-2012,NBA
Marcin Gortat,C,27,PHO,66,2114,,,,,100%,1.6,6.1,18,40,75,19,113,16.0,139,21,57,gortama01,2011-2012,NBA
Andrew Goudelock,SG,23,LAL,40,419,35%,65%,,,,-3.8,-6.1,7,6,16,2,3,3.0,54,0,6,goudean01,2011-2012,NBA
Danny Granger,SF,28,IND,62,2062,,,97%,4%,,7.2,11.2,34,30,47,28,106,5.0,251,19,68,grangda01,2011-2012,NBA
Aaron Gray,C,27,TOR,49,813,,,,,100%,-9.5,-7.7,16,6,70,16,24,1.0,56,5,15,grayaa01,2011-2012,NBA
Danny Green,SG,24,SAS,66,1522,,68%,31%,1%,,8.5,1.1,36,17,49,9,43,3.0,194,11,26,greenda02,2011-2012,NBA
Gerald Green,SF,26,NJN,31,781,,2%,85%,13%,,-0.6,8.3,14,18,44,11,32,1.0,77,8,5,greenge01,2011-2012,NBA
Willie Green,SG,30,ATL,53,922,1%,96%,4%,,,-3.8,-10.7,13,12,32,6,28,3.0,91,6,6,greenwi01,2011-2012,NBA
Donté Greene,PF,23,SAC,53,777,,,9%,83%,9%,-6.6,-0.8,14,6,45,5,24,3.0,74,1,20,greendo01,2011-2012,NBA
Blake Griffin,PF,22,LAC,66,2392,,,,65%,35%,7.7,18.7,53,41,86,21,208,20.0,525,58,56,griffbl01,2011-2012,NBA
Hamed Haddadi,C,26,MEM,35,206,,,,,100%,5.6,3.5,4,6,26,5,11,1.0,16,2,3,haddaha01,2011-2012,NBA
Jordan Hamilton,SF,21,DEN,26,258,,48%,51%,1%,,8.3,5.4,3,6,7,2,3,0.0,46,1,3,hamiljo02,2011-2012,NBA
Richard Hamilton,SG,33,CHI,28,697,,100%,,,,8.9,-0.8,25,14,19,3,16,1.0,187,8,13,hamilri01,2011-2012,NBA
Tyler Hansbrough,PF,26,IND,66,1442,,,,37%,64%,-0.9,-7.5,12,17,62,12,126,5.0,76,30,48,hansbty01,2011-2012,NBA
Luke Harangody,PF,24,CLE,21,231,,,15%,79%,7%,-12.2,-5.1,2,0,10,2,4,1.0,15,1,8,haranlu01,2011-2012,NBA
James Harden,SG,22,OKC,62,1946,,55%,44%,,,9.9,8.0,62,39,50,24,167,7.0,536,29,50,hardeja01,2011-2012,NBA
Justin Harper,PF,22,ORL,14,84,,,9%,91%,,-25.1,-26.8,2,4,3,0,1,1.0,5,1,1,harpeju01,2011-2012,NBA
Josh Harrellson,PF,22,NYK,37,540,,,1%,33%,66%,10.3,8.4,9,8,24,2,11,2.0,28,0,14,harrejo01,2011-2012,NBA
Al Harrington,PF,31,DEN,64,1761,,,,81%,19%,5.0,3.8,42,31,75,27,80,15.0,211,16,51,harrial01,2011-2012,NBA
Devin Harris,PG,28,UTA,63,1741,98%,2%,,,,3.4,6.1,74,20,53,15,75,17.0,695,15,24,harride01,2011-2012,NBA
Manny Harris,SG,22,CLE,26,456,4%,96%,1%,,,-6.9,0.6,10,7,12,4,29,1.0,67,6,12,harrima01,2011-2012,NBA
Terrel Harris,SG,24,MIA,22,318,14%,81%,6%,,,-8.6,-16.9,10,10,16,2,9,3.0,58,1,7,harrite01,2011-2012,NBA
Tobias Harris,SF,19,MIL,42,479,,3%,74%,23%,,0.8,0.6,12,11,21,6,30,0.0,47,6,19,harrito02,2011-2012,NBA
Udonis Haslem,PF,31,MIA,64,1589,,,,89%,11%,4.0,-5.4,28,19,70,12,37,13.0,98,4,38,hasleud01,2011-2012,NBA
Spencer Hawes,C,23,PHI,37,920,,,,,100%,3.2,-2.2,22,15,77,6,23,2.0,207,5,22,hawessp01,2011-2012,NBA
Chuck Hayes,C,28,SAC,54,1039,,,,27%,73%,-7.3,-1.8,36,10,74,0,20,2.0,163,5,22,hayesch01,2011-2012,NBA
Gordon Hayward,SF,21,UTA,66,2015,,5%,92%,3%,,1.4,2.2,45,36,51,19,77,7.0,448,19,32,haywago01,2011-2012,NBA
Lazar Hayward,SF,25,OKC,26,141,,1%,52%,47%,,-18.0,-25.8,6,1,9,1,5,0.0,10,0,1,haywala01,2011-2012,NBA
Brendan Haywood,C,32,DAL,54,1146,,,,,100%,3.0,2.8,9,20,69,6,47,5.0,44,8,15,haywobr01,2011-2012,NBA
Gerald Henderson,SG,24,CHA,55,1831,,88%,12%,,,-14.6,2.5,48,26,66,12,93,19.0,284,20,32,hendege02,2011-2012,NBA
Xavier Henry,SG,20,NOH,45,759,,58%,41%,,,-2.7,2.0,11,14,26,8,38,2.0,74,7,22,henryxa01,2011-2012,NBA
Roy Hibbert,C,25,IND,65,1937,,,,,100%,5.1,4.8,34,38,119,21,103,7.0,242,28,54,hibbero01,2011-2012,NBA
J.J. Hickson,PF,23,TOT,54,1244,,,6%,78%,17%,-8.8,-6.3,15,26,41,11,69,4.0,114,14,30,hicksjj01,2011-2012,NBA
J.J. Hickson,PF,23,SAC,35,644,,,11%,85%,4%,-10.1,-5.0,10,14,19,7,28,1.0,56,4,15,hicksjj01,2011-2012,NBA
J.J. Hickson,PF,23,POR,19,600,,,,70%,30%,-7.4,-7.7,5,12,22,4,41,3.0,58,10,15,hicksjj01,2011-2012,NBA
Cory Higgins,PG,22,CHA,38,423,69%,30%,1%,,,-14.7,1.1,20,10,21,2,27,2.0,76,4,22,higgico01,2011-2012,NBA
Nenê,C,29,TOT,39,1110,,,,26%,74%,3.4,2.3,36,28,34,20,79,10.0,179,18,32,hilarne01,2011-2012,NBA
Nenê,C,29,DEN,28,826,,,,35%,66%,1.2,-2.9,29,22,24,15,60,9.0,137,11,28,hilarne01,2011-2012,NBA
Nenê,C,29,WAS,11,284,,,,,100%,10.0,17.5,7,6,10,5,19,1.0,42,7,4,hilarne01,2011-2012,NBA
George Hill,PG,25,IND,50,1274,59%,41%,,,,3.7,0.7,30,12,47,3,44,6.0,327,9,10,hillge01,2011-2012,NBA
Grant Hill*,SF,39,PHO,49,1378,,,97%,3%,,3.5,6.9,30,18,38,6,51,12.0,237,6,27,hillgr01,2011-2012,NBA
Jordan Hill,C,24,TOT,39,551,,,,3%,98%,-2.8,-4.0,6,9,35,9,25,1.0,36,3,16,hilljo01,2011-2012,NBA
Jordan Hill,C,24,HOU,32,469,,,,2%,98%,-3.9,-4.9,4,5,27,9,22,1.0,32,3,11,hilljo01,2011-2012,NBA
Jordan Hill,C,24,LAL,7,82,,,,7%,93%,3.1,1.7,2,4,8,0,3,0.0,4,0,5,hilljo01,2011-2012,NBA
Kirk Hinrich,SG,31,ATL,48,1237,32%,67%,1%,,,1.8,-3.4,28,18,55,4,13,7.0,301,3,13,hinriki01,2011-2012,NBA
Darington Hobson,SG,24,MIL,5,39,,100%,,,,10.6,10.5,1,1,1,0,0,1.0,12,0,0,hobsoda01,2011-2012,NBA
Jrue Holiday,PG,21,PHI,65,2196,62%,38%,,,,4.9,0.4,73,40,53,10,58,6.0,636,14,62,holidjr01,2011-2012,NBA
Ryan Hollins,C,27,TOT,39,522,,,,,100%,-1.0,3.7,4,6,33,18,28,9.0,20,4,14,holliry01,2011-2012,NBA
Ryan Hollins,C,27,CLE,24,362,,,,,100%,-3.4,4.6,3,4,23,12,20,8.0,13,2,13,holliry01,2011-2012,NBA
Ryan Hollins,C,27,BOS,15,160,,,,,100%,4.5,1.7,1,2,10,6,8,1.0,7,2,1,holliry01,2011-2012,NBA
Tyler Honeycutt,SF,21,SAC,15,88,,26%,66%,8%,,-6.1,-0.1,2,0,1,0,2,0.0,14,1,0,honeyty01,2011-2012,NBA
Al Horford,C,25,ATL,11,348,,,,5%,95%,7.6,4.2,8,1,12,3,18,0.0,54,8,7,horfoal01,2011-2012,NBA
Dennis Horner,PF,23,NJN,8,22,,,,93%,7%,-38.1,-31.6,0,0,0,0,1,0.0,0,0,0,hornede01,2011-2012,NBA
Dwight Howard,C,26,ORL,54,2070,,,,,100%,4.1,8.8,25,65,72,46,238,2.0,270,58,55,howardw01,2011-2012,NBA
Josh Howard,SF,31,UTA,43,991,,36%,64%,,,-0.9,-2.1,16,25,48,9,38,2.0,109,6,16,howarjo01,2011-2012,NBA
Juwan Howard,PF,38,MIA,28,190,,,3%,72%,26%,-13.8,-21.8,8,4,8,4,5,0.0,24,1,12,howarju01,2011-2012,NBA
Lester Hudson,PG,27,TOT,16,334,99%,2%,,,,-0.5,7.1,15,11,13,3,15,2.0,84,3,4,hudsole01,2011-2012,NBA
Lester Hudson,PG,27,CLE,13,314,100%,,,,,0.1,8.4,15,10,13,3,14,2.0,82,3,3,hudsole01,2011-2012,NBA
Lester Hudson,PG,27,MEM,3,20,76%,24%,,,,-10.9,-13.3,0,1,0,0,1,0.0,2,0,1,hudsole01,2011-2012,NBA
Larry Hughes,PG,33,ORL,9,114,68%,32%,,,,-27.1,-29.1,6,2,5,2,1,0.0,16,0,1,hughela01,2011-2012,NBA
Kris Humphries,PF,26,NJN,62,2162,,,,87%,13%,-4.3,7.8,33,53,78,20,112,11.0,207,20,86,humphkr01,2011-2012,NBA
Serge Ibaka,PF,22,OKC,66,1792,,,,94%,7%,6.2,-1.2,19,26,98,16,56,5.0,65,12,41,ibakase01,2011-2012,NBA
Andre Iguodala,SF,28,PHI,62,2209,,34%,65%,2%,,5.7,3.1,58,34,43,9,87,15.0,741,12,18,iguodan01,2011-2012,NBA
Ersan İlyasova,PF,24,MIL,60,1655,,,,83%,17%,0.4,0.4,23,30,71,9,87,26.0,168,15,34,ilyaser01,2011-2012,NBA
Kyrie Irving,PG,19,CLE,51,1558,85%,15%,,,,-5.1,4.7,77,51,43,18,78,7.0,627,18,52,irvinky01,2011-2012,NBA
Royal Ivey,SG,30,OKC,34,354,1%,95%,5%,,,1.7,-5.7,5,0,14,1,3,2.0,25,2,1,iveyro01,2011-2012,NBA
Jarrett Jack,PG,28,NOH,45,1530,98%,2%,,,,-9.4,-10.0,49,37,44,9,48,15.0,609,9,29,jackja01,2011-2012,NBA
Reggie Jackson,PG,21,OKC,45,501,92%,8%,,,,2.7,-4.7,16,9,15,4,10,3.0,169,1,11,jacksre01,2011-2012,NBA
Stephen Jackson,SF,33,TOT,47,1212,,23%,68%,9%,,1.6,-2.4,61,24,51,8,51,7.0,262,8,17,jacksst02,2011-2012,NBA
Stephen Jackson,SF,33,MIL,26,712,,39%,59%,2%,,-4.5,-6.1,39,14,27,8,28,5.0,171,5,10,jacksst02,2011-2012,NBA
Stephen Jackson,SF,33,SAS,21,500,,,81%,19%,,10.3,2.9,22,10,24,0,23,2.0,91,3,7,jacksst02,2011-2012,NBA
Damion James,SF,24,NJN,7,170,,,94%,6%,,-7.7,-1.0,5,3,5,2,5,0.0,8,0,4,jamesda01,2011-2012,NBA
LeBron James,SF,27,MIA,62,2326,,,74%,26%,,10.4,14.0,125,52,41,16,212,13.0,872,51,31,jamesle01,2011-2012,NBA
Mike James,PG,36,CHI,11,120,55%,45%,,,,31.9,23.2,7,3,10,2,5,0.0,63,2,5,jamesmi01,2011-2012,NBA
Antawn Jamison,PF,35,CLE,65,2151,,,,99%,1%,-7.3,0.5,39,29,92,12,115,6.0,296,26,52,jamisan01,2011-2012,NBA
