Player Name,Player Reference,Starter,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Game Reference,Team,Period
Keyonte George,georgke01,False,16:01,.615,.500,.500,.500,0.0,11.1,7.3,22.5,0.0,0.0,29.1,18.2,108,113,-5.0,202401060PHI,UTA,game
Kelly Olynyk,olynyke01,False,15:09,.833,.833,.333,.000,0.0,5.9,3.9,32.0,0.0,0.0,50.0,16.7,99,115,-2.1,202401060PHI,UTA,game
Ochai Agbaji,agbajoc01,False,13:01,.000,.000,1.000,.000,13.2,13.7,13.5,8.0,0.0,0.0,33.3,9.7,47,112,-9.6,202401060PHI,UTA,game
Talen Horton-Tucker,hortota01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060PHI,UTA,game
Luka Šamanić,samanlu01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060PHI,UTA,game
Omer Yurtseven,yurtsom01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060PHI,UTA,game
Tyrese Maxey,maxeyty01,True,42:04,.469,.396,.333,.250,2.1,0.0,1.4,32.4,3.4,2.3,10.1,28.2,102,119,1.8,202401060PHI,PHI,game
Kelly Oubre Jr.,oubreke01,True,37:28,.558,.472,.333,.444,2.4,13.7,6.2,16.1,1.3,0.0,0.0,23.0,127,123,0.0,202401060PHI,PHI,game
Marcus Morris,morrima03,True,28:08,.582,.542,.583,.167,6.3,24.4,12.5,5.1,3.4,6.8,0.0,18.3,128,113,6.0,202401060PHI,PHI,game
Nicolas Batum,batumni01,True,26:04,.167,.167,.833,.000,3.4,19.7,9.0,18.3,7.3,7.4,25.0,12.3,55,105,-2.7,202401060PHI,PHI,game
Paul Reed,reedpa01,True,24:47,.581,.583,.000,.333,10.8,20.8,14.2,6.8,0.0,0.0,6.8,23.8,115,125,-2.3,202401060PHI,PHI,game
Patrick Beverley,beverpa01,False,34:01,.462,.462,.462,.000,5.2,10.1,6.9,28.3,0.0,0.0,0.0,15.3,118,126,-0.6,202401060PHI,PHI,game
KJ Martin,martike04,False,17:11,.571,.571,.143,.286,5.2,10.0,6.8,9.1,2.8,0.0,0.0,18.3,123,120,-2.9,202401060PHI,PHI,game
Mo Bamba,bambamo01,False,16:57,.318,.333,.222,.111,15.7,20.2,17.3,8.5,2.8,5.7,0.0,22.3,87,115,-9.8,202401060PHI,PHI,game
Jaden Springer,sprinja01,False,13:20,.000,.000,1.000,.000,6.7,12.9,8.8,17.1,0.0,0.0,0.0,9.0,53,126,-13.1,202401060PHI,PHI,game
Ricky Council IV,councri01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060PHI,PHI,game
Robert Covington,covinro01,False,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,202401060PHI,PHI,game
Joel Embiid,embiijo01,False,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,202401060PHI,PHI,game
Danuel House Jr.,houseda01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060PHI,PHI,game
Terquavion Smith,smithte01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060PHI,PHI,game
Jayson Tatum,tatumja01,True,37:36,.767,.783,.565,.174,3.1,28.9,17.7,27.2,1.3,0.0,13.9,31.8,137,100,17.7,202401060IND,BOS,game
Jrue Holiday,holidjr01,True,36:44,.405,.389,.556,.222,3.2,12.3,8.3,15.5,1.3,0.0,16.8,13.5,99,104,-2.5,202401060IND,BOS,game
Jaylen Brown,brownja02,True,35:46,.659,.675,.200,.400,3.3,7.6,5.7,4.7,0.0,2.7,11.3,30.9,119,107,3.8,202401060IND,BOS,game
Derrick White,whitede01,True,24:11,.583,.583,.333,.000,0.0,18.7,10.6,9.9,0.0,4.0,40.0,17.2,76,102,-8.9,202401060IND,BOS,game
Kristaps Porziņģis,porzikr01,True,6:14,.500,.500,.500,.000,18.8,29.1,24.6,0.0,7.8,15.4,0.0,13.4,128,75,13.9,202401060IND,BOS,game
Al Horford,horfoal01,False,29:35,.563,.625,.625,.250,4.0,18.4,12.1,32.9,1.6,6.5,18.4,15.3,125,98,12.6,202401060IND,BOS,game
Oshae Brissett,brissos01,False,19:47,.424,.389,.333,.111,29.6,13.7,20.6,0.0,0.0,4.9,0.0,19.9,120,103,-2.1,202401060IND,BOS,game
Sam Hauser,hausesa01,False,16:26,.417,.417,.833,.000,0.0,22.0,12.4,7.3,0.0,0.0,14.3,17.7,85,104,-9.3,202401060IND,BOS,game
Luke Kornet,kornelu01,False,16:01,.694,.500,.000,1.000,21.9,5.7,12.8,20.9,3.0,0.0,25.8,10.1,151,103,8.6,202401060IND,BOS,game
Payton Pritchard,pritcpa01,False,15:28,.500,.500,.600,.000,0.0,11.7,6.6,0.0,3.1,0.0,0.0,13.5,110,101,0.4,202401060IND,BOS,game
Dalano Banton,bantoda01,False,1:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,111,-4.0,202401060IND,BOS,game
Svi Mykhailiuk,mykhasv01,False,1:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,111,-3.2,202401060IND,BOS,game
Neemias Queta,quetane01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060IND,BOS,game
Lamar Stevens,stevela01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060IND,BOS,game
Tyrese Haliburton,halibty01,True,34:43,.443,.353,.529,.294,2.6,16.9,8.8,31.1,7.0,0.0,17.2,29.0,88,109,4.1,202401060IND,IND,game
Aaron Nesmith,nesmiaa01,True,31:53,.288,.231,.538,.154,2.8,11.0,6.4,0.0,4.5,3.1,0.0,18.9,66,114,-6.3,202401060IND,IND,game
Buddy Hield,hieldbu01,True,30:36,.469,.469,.625,.000,0.0,7.7,3.3,16.5,0.0,0.0,0.0,22.7,99,126,-2.2,202401060IND,IND,game
Myles Turner,turnemy01,True,29:52,.470,.455,.455,.364,9.1,15.7,12.0,10.7,0.0,0.0,0.0,18.5,110,124,-3.4,202401060IND,IND,game
Jalen Smith,smithja04,True,25:49,.509,.417,.667,.333,3.5,27.2,13.8,10.8,0.0,0.0,0.0,11.6,120,121,-1.9,202401060IND,IND,game
Bennedict Mathurin,mathube01,False,35:24,.557,.500,.214,.643,5.1,6.6,5.8,9.5,2.7,2.8,10.0,24.5,108,119,1.9,202401060IND,IND,game
Obi Toppin,toppiob01,False,23:11,.625,.625,.500,.000,3.9,10.1,6.6,7.0,0.0,0.0,0.0,15.0,127,126,0.9,202401060IND,IND,game
T.J. McConnell,mccontj01,False,12:11,1.000,1.000,.000,.000,0.0,9.6,4.2,75.2,7.9,0.0,50.0,21.4,111,109,12.4,202401060IND,IND,game
Isaiah Jackson,jacksis01,False,9:00,.667,.667,.000,.000,10.1,26.0,17.0,0.0,0.0,0.0,0.0,14.5,138,117,-7.2,202401060IND,IND,game
Ben Sheppard,sheppbe01,False,2:57,,,,,0.0,39.7,17.3,0.0,0.0,0.0,,0.0,0,118,-6.2,202401060IND,IND,game
Kendall Brown,brownke03,False,1:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-8.9,202401060IND,IND,game
Jordan Nwora,nworajo01,False,1:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-8.9,202401060IND,IND,game
Oscar Tshiebwe,tshieos01,False,1:06,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,200,130,35.6,202401060IND,IND,game
Jarace Walker,walkeja02,False,1:06,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,221,130,26.1,202401060IND,IND,game
James Johnson,johnsja01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060IND,IND,game
Giannis Antetokounmpo,antetgi01,True,38:56,.701,.660,.080,.840,8.6,39.2,24.1,16.1,0.0,2.5,5.5,42.4,135,112,15.7,202401060HOU,MIL,game
Damian Lillard,lillada01,True,38:29,.441,.344,.500,.625,0.0,5.7,2.9,34.7,2.5,0.0,4.7,25.3,101,115,-0.1,202401060HOU,MIL,game
Khris Middleton,middlkh01,True,32:55,.430,.333,.556,.667,0.0,9.9,5.0,23.8,1.5,0.0,20.5,20.2,83,116,-8.6,202401060HOU,MIL,game
Brook Lopez,lopezbr01,True,31:18,.389,.389,.667,.000,0.0,17.4,8.8,0.0,1.6,3.1,0.0,13.1,74,112,-4.9,202401060HOU,MIL,game
Malik Beasley,beaslma01,True,16:03,1.500,1.500,1.000,.000,0.0,6.8,3.4,0.0,0.0,0.0,66.7,8.5,61,120,-7.7,202401060HOU,MIL,game
MarJon Beauchamp,beaucma01,False,23:00,.625,.625,.750,.000,4.9,14.2,9.6,20.3,0.0,4.3,20.0,9.9,119,116,3.3,202401060HOU,MIL,game
Pat Connaughton,connapa01,False,18:59,.900,.900,1.000,.000,0.0,5.7,2.9,9.2,0.0,0.0,0.0,12.0,164,121,8.3,202401060HOU,MIL,game
Bobby Portis,portibo01,False,16:52,.510,.500,.400,.400,0.0,38.8,19.6,0.0,2.9,5.8,25.4,21.3,70,102,-7.1,202401060HOU,MIL,game
Andre Jackson Jr.,jacksan01,False,12:02,.347,.000,1.000,1.000,0.0,18.1,9.2,0.0,8.1,0.0,0.0,5.4,75,99,-1.3,202401060HOU,MIL,game
Cameron Payne,payneca01,False,8:26,.266,.000,1.000,2.000,0.0,0.0,0.0,16.3,0.0,0.0,0.0,10.1,80,122,-8.4,202401060HOU,MIL,game
A.J. Green,greenaj01,False,3:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,121,-12.8,202401060HOU,MIL,game
Thanasis Antetokounmpo,antetth01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060HOU,MIL,game
Robin Lopez,lopezro01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060HOU,MIL,game
Jabari Smith Jr.,smithja05,True,40:10,.726,.643,.714,.857,2.7,30.6,16.5,7.4,2.4,2.8,9.4,11.9,139,104,5.3,202401060HOU,HOU,game
Fred VanVleet,vanvlfr01,True,37:18,.489,.423,.769,.231,2.9,3.0,3.0,29.2,2.6,0.0,6.5,18.4,113,109,1.0,202401060HOU,HOU,game
Alperen Şengün,sengual01,True,31:11,.413,.333,.048,.476,3.5,35.8,19.5,24.4,0.0,0.0,10.6,40.8,85,111,-8.7,202401060HOU,HOU,game
Jalen Green,greenja05,True,28:16,.563,.458,.500,.417,0.0,15.8,7.8,12.3,1.7,0.0,6.6,24.1,112,110,0.6,202401060HOU,HOU,game
Jae'Sean Tate,tateja01,True,19:29,.667,.667,.000,.000,16.8,28.6,22.7,0.0,2.5,0.0,0.0,6.9,161,106,0.5,202401060HOU,HOU,game
Jeff Green,greenje02,False,34:19,.606,.545,.455,.455,0.0,6.5,3.2,9.6,0.0,3.3,7.0,18.5,116,111,-0.8,202401060HOU,HOU,game
Aaron Holiday,holidaa01,False,20:51,.786,.786,.714,.000,0.0,5.4,2.6,0.0,0.0,0.0,22.2,19.3,102,114,-0.9,202401060HOU,HOU,game
Amen Thompson,thompam01,False,15:39,.667,.667,.333,.000,7.0,14.3,10.6,51.3,0.0,0.0,25.0,11.5,139,113,5.4,202401060HOU,HOU,game
Cam Whitmore,whitmca01,False,12:47,.820,.750,.167,.500,0.0,26.2,12.9,0.0,3.8,0.0,0.0,25.7,160,105,17.2,202401060HOU,HOU,game
Reggie Bullock,bullore01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060HOU,HOU,game
Jock Landale,landajo01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060HOU,HOU,game
Boban Marjanović,marjabo01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401060HOU,HOU,game
Immanuel Quickley,quickim01,True,37:30,.533,.471,.706,.235,0.0,16.0,8.1,26.0,0.0,0.0,13.8,24.7,109,134,-4.4,202401050SAC,TOR,game
Pascal Siakam,siakapa01,True,37:25,.639,.545,.000,.636,3.3,9.6,6.5,29.4,2.5,2.1,12.4,18.3,136,128,3.2,202401050SAC,TOR,game
Scottie Barnes,barnesc01,True,35:03,.667,.667,.533,.000,0.0,13.7,6.9,22.8,1.3,4.4,25.0,24.3,104,128,0.8,202401050SAC,TOR,game
RJ Barrett,barrerj01,True,27:13,.717,.625,.500,.500,4.5,13.2,8.9,8.8,0.0,2.8,0.0,15.2,156,132,1.1,202401050SAC,TOR,game
Jakob Poeltl,poeltja01,True,22:31,.700,.700,.000,.000,5.5,26.6,16.2,13.3,0.0,10.3,23.1,24.6,107,123,-3.6,202401050SAC,TOR,game
Dennis Schröder,schrode01,False,31:54,.682,.636,.364,.455,3.9,3.8,3.8,12.4,1.4,2.4,0.0,17.6,149,132,1.1,202401050SAC,TOR,game
Chris Boucher,bouchch01,False,27:41,.625,.611,.556,.556,13.3,26.0,19.8,4.5,1.7,2.8,0.0,17.2,140,126,0.3,202401050SAC,TOR,game
Jontay Porter,portejo01,False,13:26,1.025,1.000,.750,.500,9.2,17.9,13.6,0.0,0.0,5.8,17.0,18.6,157,129,6.7,202401050SAC,TOR,game
Jalen McDaniels,mcdanja01,False,7:17,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,99,137,-11.4,202401050SAC,TOR,game
Garrett Temple,templga01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050SAC,TOR,game
Gary Trent Jr.,trentga02,False,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,202401050SAC,TOR,game
Thaddeus Young,youngth01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050SAC,TOR,game
Domantas Sabonis,sabondo01,True,38:34,.693,.688,.000,.188,12.4,35.1,23.6,35.7,0.0,0.0,25.7,24.1,126,124,3.5,202401050SAC,SAC,game
De'Aaron Fox,foxde01,True,37:29,.563,.525,.150,.150,3.2,3.3,3.2,13.1,2.5,2.6,8.6,24.8,117,121,-2.0,202401050SAC,SAC,game
Keegan Murray,murrake02,True,34:31,.705,.727,.364,.364,10.4,32.1,21.1,3.2,1.3,0.0,19.0,18.2,118,121,1.0,202401050SAC,SAC,game
Harrison Barnes,barneha02,True,33:54,.621,.625,.667,.167,10.6,3.6,7.2,6.3,0.0,0.0,7.2,16.3,130,129,-1.3,202401050SAC,SAC,game
Chris Duarte,duartch01,True,16:24,.833,.833,.500,.000,0.0,0.0,0.0,7.3,0.0,0.0,14.3,17.0,134,129,0.8,202401050SAC,SAC,game
Malik Monk,monkma01,False,31:54,.456,.469,.563,.063,0.0,3.9,1.9,31.5,1.4,0.0,5.7,21.8,117,125,-2.4,202401050SAC,SAC,game
Trey Lyles,lylestr01,False,15:14,1.000,1.000,.833,.000,0.0,24.2,12.0,8.0,0.0,0.0,0.0,15.7,188,126,13.7,202401050SAC,SAC,game
Kevin Huerter,huertke01,False,14:01,.750,.750,1.000,.000,0.0,17.6,8.7,21.1,0.0,0.0,0.0,5.7,186,127,3.5,202401050SAC,SAC,game
Davion Mitchell,mitchda01,False,10:31,.438,.438,.500,.000,0.0,11.7,5.8,23.8,0.0,0.0,0.0,30.3,108,128,-6.5,202401050SAC,SAC,game
JaVale McGee,mcgeeja01,False,7:28,.773,.667,.000,.667,0.0,33.0,16.3,16.4,0.0,0.0,0.0,20.7,171,124,10.5,202401050SAC,SAC,game
Kessler Edwards,edwarke02,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050SAC,SAC,game
Keon Ellis,elliske01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050SAC,SAC,game
Alex Len,lenal01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050SAC,SAC,game
Juan Toscano-Anderson,toscaju01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050SAC,SAC,game
Sasha Vezenkov,vezenal01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050SAC,SAC,game
Bam Adebayo,adebaba01,True,36:07,.634,.579,.000,.368,5.8,25.3,15.1,6.9,0.0,2.6,4.3,28.5,126,120,4.9,202401050PHO,MIA,game
Jaime Jaquez Jr.,jaqueja01,True,35:28,.714,.714,.286,.000,2.9,6.4,4.6,5.0,2.9,0.0,30.0,12.6,92,119,-5.4,202401050PHO,MIA,game
Tyler Herro,herroty01,True,35:09,.265,.265,.412,.000,0.0,13.0,6.2,28.7,0.0,0.0,5.6,22.8,71,125,-11.2,202401050PHO,MIA,game
Nikola Jović,jovicni01,True,24:16,.500,.500,1.000,.000,4.3,14.1,9.0,6.2,0.0,0.0,0.0,5.5,123,125,-4.1,202401050PHO,MIA,game
Kyle Lowry,lowryky01,True,22:59,.429,.429,.857,.000,4.5,9.9,7.1,28.0,0.0,0.0,36.4,21.3,71,125,-10.2,202401050PHO,MIA,game
Josh Richardson,richajo01,False,28:59,.446,.278,.667,.556,3.6,27.6,15.1,37.8,3.5,0.0,0.0,17.2,124,113,5.9,202401050PHO,MIA,game
Duncan Robinson,robindu01,False,26:31,.254,.214,.857,.286,0.0,4.3,2.1,16.9,1.9,3.5,27.6,18.3,52,119,-12.5,202401050PHO,MIA,game
Kevin Love,loveke01,False,20:04,.859,.833,.667,.667,15.6,22.8,19.0,24.3,0.0,0.0,14.7,30.3,144,122,16.0,202401050PHO,MIA,game
Jamal Cain,cainja01,False,4:42,.595,.500,.200,.400,44.4,0.0,23.2,0.0,0.0,0.0,0.0,55.8,134,128,19.0,202401050PHO,MIA,game
Thomas Bryant,bryanth01,False,1:55,,,,,0.0,100.0,56.9,0.0,0.0,0.0,,0.0,0,102,0.7,202401050PHO,MIA,game
R.J. Hampton,hamptrj01,False,1:55,,,,,0.0,0.0,0.0,73.7,0.0,0.0,,0.0,229,125,0.0,202401050PHO,MIA,game
Cole Swider,swideco01,False,1:55,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.3,0,128,-35.3,202401050PHO,MIA,game
Grayson Allen,allengr01,True,37:03,.816,.816,.737,.000,3.1,8.4,5.9,17.4,0.0,5.6,9.5,26.3,140,110,12.1,202401050PHO,PHO,game
Bradley Beal,bealbr01,True,36:58,.678,.667,.333,.056,3.1,19.8,11.8,39.3,0.0,0.0,9.8,25.6,136,110,5.3,202401050PHO,PHO,game
Devin Booker,bookede01,True,34:41,.526,.526,.368,.000,0.0,15.0,7.9,43.9,3.0,0.0,13.6,29.4,109,105,1.0,202401050PHO,PHO,game
Jusuf Nurkić,nurkiju01,True,26:18,.500,.500,.167,.000,4.3,31.7,18.7,9.5,1.9,0.0,0.0,10.6,122,101,-3.0,202401050PHO,PHO,game
Chimezie Metu,metuch01,True,17:17,1.017,1.000,.000,.333,0.0,12.1,6.3,0.0,5.9,0.0,36.8,14.6,105,99,0.5,202401050PHO,PHO,game
Josh Okogie,okogijo01,False,24:25,.634,.000,.500,4.000,4.7,4.3,4.5,17.9,6.3,8.5,0.0,10.5,166,96,8.7,202401050PHO,PHO,game
Drew Eubanks,eubandr01,False,21:42,.564,.563,.125,.500,10.5,19.2,15.1,0.0,2.4,0.0,0.0,20.9,122,105,-3.0,202401050PHO,PHO,game
Keita Bates-Diop,bateske01,False,18:35,.000,.000,.500,.000,6.1,16.8,11.7,0.0,8.3,0.0,0.0,15.0,17,92,-13.2,202401050PHO,PHO,game
Bol Bol,bolbo01,False,10:17,.820,1.000,.000,.500,11.1,20.3,15.9,13.5,0.0,10.1,0.0,11.0,173,104,5.4,202401050PHO,PHO,game
Yuta Watanabe,watanyu01,False,8:54,.333,.333,.333,.000,12.8,0.0,6.1,0.0,0.0,0.0,0.0,15.6,91,117,-12.6,202401050PHO,PHO,game
Jordan Goodwin,goodwjo01,False,1:55,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0,117,-33.8,202401050PHO,PHO,game
Saben Lee,leesa01,False,1:55,.000,,,,0.0,0.0,0.0,0.0,26.8,0.0,0.0,21.3,0,56,3.3,202401050PHO,PHO,game
OG Anunoby,anunoog01,True,37:21,.431,.318,.273,.364,3.2,2.7,3.0,0.0,1.3,0.0,0.0,14.8,102,100,-6.8,202401050PHI,NYK,game
Isaiah Hartenstein,harteis01,True,35:27,.860,.889,.000,.222,3.4,14.4,9.3,21.0,2.8,4.7,9.2,13.3,166,90,12.8,202401050PHI,NYK,game
Jalen Brunson,brunsja01,True,32:23,.680,.650,.450,.150,0.0,9.5,5.1,11.1,1.5,2.6,0.0,28.5,140,96,11.2,202401050PHI,NYK,game
Julius Randle,randlju01,True,30:06,.293,.091,.273,.545,0.0,23.8,12.8,19.3,1.6,2.7,22.7,25.3,70,92,-10.7,202401050PHI,NYK,game
Donte DiVincenzo,divindo01,True,16:42,1.017,1.000,1.000,.333,7.2,6.1,6.6,27.4,3.0,0.0,22.5,23.0,156,95,17.5,202401050PHI,NYK,game
Josh Hart,hartjo01,False,29:35,.635,.571,.286,.286,12.2,41.4,28.0,26.7,0.0,2.8,20.2,14.4,137,92,7.9,202401050PHI,NYK,game
Quentin Grimes,grimequ01,False,23:37,.663,.615,.692,.231,10.2,25.9,18.7,13.2,2.1,3.5,6.5,28.1,136,90,11.3,202401050PHI,NYK,game
Miles McBride,mcbrimi01,False,14:58,.805,.750,.750,.375,0.0,6.8,3.7,42.5,0.0,0.0,0.0,26.9,177,102,21.2,202401050PHI,NYK,game
Precious Achiuwa,achiupr01,False,12:32,.833,.833,.667,.000,19.1,8.1,13.2,0.0,0.0,6.6,25.0,13.8,132,97,5.0,202401050PHI,NYK,game
Ryan Arcidiacono,arcidry01,False,3:30,.000,.000,1.000,.000,0.0,29.2,15.8,0.0,0.0,0.0,0.0,12.4,0,96,-21.1,202401050PHI,NYK,game
Jericho Sims,simsje01,False,2:26,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,104,-3.5,202401050PHI,NYK,game
Malachi Flynn,flynnma01,False,1:22,,,,,0.0,74.7,40.4,0.0,0.0,0.0,,0.0,0,86,-0.7,202401050PHI,NYK,game
Evan Fournier,fournev01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050PHI,NYK,game
Taj Gibson,gibsota01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401050PHI,NYK,game
Tyrese Maxey,maxeyty01,True,36:27,.553,.475,.350,.500,2.8,9.9,6.1,56.0,2.7,2.7,3.9,31.3,120,131,10.4,202401050PHI,PHI,game
Joel Embiid,embiijo01,True,36:13,.530,.457,.043,.522,8.5,23.2,15.2,20.1,1.4,8.3,17.5,42.5,93,127,1.0,202401050PHI,PHI,game
Kelly Oubre Jr.,oubreke01,True,30:59,.625,.625,.500,.000,6.6,19.4,12.5,6.5,0.0,9.7,20.0,21.7,96,131,0.5,202401050PHI,PHI,game
Tobias Harris,harrito02,True,24:03,.388,.417,.333,.167,0.0,15.0,6.9,27.5,0.0,0.0,0.0,12.0,97,138,-5.6,202401050PHI,PHI,game
Nicolas Batum,batumni01,True,21:16,.000,.000,.500,.000,4.8,16.9,10.4,6.8,0.0,4.7,50.0,8.4,27,135,-14.9,202401050PHI,PHI,game
Danuel House Jr.,houseda01,False,22:18,.333,.333,.333,.000,0.0,21.5,9.9,7.0,2.2,0.0,0.0,6.0,79,131,-7.1,202401050PHI,PHI,game
