Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,PER GAME MP,PER GAME  PTS,PER GAME TRB,PER GAME AST,PER GAME STL,PER GAME BLK,Player Reference,League,Season
Chris Munk,199011020UTA,23,1,11,29,3,7,0,0,7,12,5,14,1,1,2,5,5,13,.429,,.583,2.6,1.2,1.3,0.1,0.1,0.2,munkch01,NBA,1990-1991
Jerrod Mustaf,199011020CHH,21,1,62,825,106,228,0,1,56,87,51,169,36,15,14,61,109,268,.465,.000,.644,13.3,4.3,2.7,0.6,0.2,0.2,mustaje01,NBA,1990-1991
Dan O'Sullivan,199012290UTA,22,1,21,85,7,16,0,0,7,11,5,17,4,1,1,4,18,21,.438,,.636,4.0,1.0,0.8,0.2,0.0,0.0,osullda01,NBA,1990-1991
Alan Ogg,199101120DET,23,1,31,261,24,55,0,2,6,10,15,49,2,6,27,8,53,54,.436,.000,.600,8.4,1.7,1.6,0.1,0.2,0.9,oggal01,NBA,1990-1991
Brian Oliver,199011020CHI,22,1,73,800,111,272,5,18,52,71,18,80,88,34,4,50,76,279,.408,.278,.732,11.0,3.8,1.1,1.2,0.5,0.1,olivebr01,NBA,1990-1991
Gerald Paddio,199011020BOS,25,1,70,1181,212,506,6,24,74,93,38,118,90,20,6,71,71,504,.419,.250,.796,16.9,7.2,1.7,1.3,0.3,0.1,paddige01,NBA,1990-1991
Walter Palmer,199011020UTA,22,1,28,85,15,45,0,1,10,15,6,21,6,3,4,6,20,40,.333,.000,.667,3.0,1.4,0.8,0.2,0.1,0.1,palmewa01,NBA,1990-1991
Gary Payton*,199011030SEA,22,1,82,2244,259,575,1,13,69,97,108,243,528,165,15,180,249,588,.450,.077,.711,27.4,7.2,3.0,6.4,2.0,0.2,paytoga01,NBA,1990-1991
Kevin Pritchard,199011020DEN,23,1,62,773,88,229,5,31,62,77,16,65,81,30,8,59,104,243,.384,.161,.805,12.5,3.9,1.0,1.3,0.5,0.1,pritcke01,NBA,1990-1991
Larry Robinson,199011020MIA,23,1,36,425,62,150,0,1,15,27,29,51,35,16,1,27,49,139,.413,.000,.556,11.8,3.9,1.4,1.0,0.4,0.0,robinla01,NBA,1990-1991
Rumeal Robinson,199011020ATL,24,1,47,674,108,242,2,11,47,80,20,71,132,32,8,76,65,265,.446,.182,.588,14.3,5.6,1.5,2.8,0.7,0.2,robinru01,NBA,1990-1991
Steve Scheffler,199011060CHH,23,1,39,227,20,39,0,0,19,21,21,45,9,6,2,4,20,59,.513,,.905,5.8,1.5,1.2,0.2,0.2,0.1,schefst01,NBA,1990-1991
Dwayne Schintzius,199011080UTA,22,1,42,398,68,155,0,2,22,40,28,121,17,2,29,34,64,158,.439,.000,.550,9.5,3.8,2.9,0.4,0.0,0.7,schindw01,NBA,1990-1991
Dennis Scott,199011020ATL,22,1,82,2336,503,1183,125,334,153,204,62,235,134,62,25,127,203,1284,.425,.374,.750,28.5,15.7,2.9,1.6,0.8,0.3,scottde01,NBA,1990-1991
Lionel Simmons,199011020LAC,22,1,79,2978,549,1301,3,11,320,435,193,697,315,113,85,230,249,1421,.422,.273,.736,37.7,18.0,8.8,4.0,1.4,1.1,simmoli01,NBA,1990-1991
Tony Smith,199011090LAL,22,1,64,695,97,220,0,7,40,57,24,71,135,28,12,69,80,234,.441,.000,.702,10.9,3.7,1.1,2.1,0.4,0.2,smithto02,NBA,1990-1991
Felton Spencer,199011020MIN,23,1,81,2099,195,381,0,1,182,252,272,641,25,48,121,77,337,572,.512,.000,.722,25.9,7.1,7.9,0.3,0.6,1.5,spencfe01,NBA,1990-1991
Irving Thomas,199012040LAL,25,1,26,108,17,50,0,0,12,21,14,31,10,4,1,13,24,46,.340,,.571,4.2,1.8,1.2,0.4,0.2,0.0,thomair01,NBA,1990-1991
Andy Toolson,199011020UTA,25,1,47,470,50,124,12,32,25,33,32,67,31,14,2,24,58,137,.403,.375,.758,10.0,2.9,1.4,0.7,0.3,0.0,toolsan01,NBA,1990-1991
Loy Vaught,199011020LAC,22,1,73,1178,175,359,0,2,49,74,124,349,40,20,23,49,135,399,.487,.000,.662,16.1,5.5,4.8,0.5,0.3,0.3,vaughlo01,NBA,1990-1991
Stojko Vranković,199011130MIL,27,1,31,166,24,52,0,0,10,18,15,51,4,1,29,24,43,58,.462,,.556,5.4,1.9,1.6,0.1,0.0,0.9,vrankst01,NBA,1990-1991
Jayson Williams,199011020CHI,22,1,52,508,72,161,1,2,37,56,41,111,16,9,6,40,92,182,.447,.500,.661,9.8,3.5,2.1,0.3,0.2,0.1,willija01,NBA,1990-1991
Kenny Williams,199011020IND,21,1,75,527,93,179,0,3,34,50,56,131,31,11,31,41,81,220,.520,.000,.680,7.0,2.9,1.7,0.4,0.1,0.4,willike03,NBA,1990-1991
Scott Williams,199011020CHI,22,1,51,337,53,104,1,2,20,28,42,98,16,12,13,23,51,127,.510,.500,.714,6.6,2.5,1.9,0.3,0.2,0.3,willisc01,NBA,1990-1991
Trevor Wilson,199011060SAC,22,1,25,162,21,70,0,2,13,26,16,40,11,5,1,17,13,55,.300,.000,.500,6.5,2.2,1.6,0.4,0.2,0.0,wilsotr01,NBA,1990-1991
Kennard Winchester,199011060HOU,24,1,64,607,98,245,8,20,35,45,34,67,25,16,13,30,70,239,.400,.400,.778,9.5,3.7,1.0,0.4,0.3,0.2,winchke01,NBA,1990-1991
Howard Wright,199011020ATL,23,1,15,164,19,47,0,1,16,24,12,45,3,4,5,11,28,54,.404,.000,.667,10.9,3.6,3.0,0.2,0.3,0.3,wrighho02,NBA,1990-1991
A.J. Wynder,199104020NJN,26,1,6,39,3,12,0,1,6,8,1,3,8,1,0,4,1,12,.250,.000,.750,6.5,2.0,0.5,1.3,0.2,0.0,wyndeaj01,NBA,1990-1991
Nick Anderson,198911040ORL,22,1,81,1785,372,753,1,17,186,264,107,316,124,69,34,138,140,931,.494,.059,.705,22.0,11.5,3.9,1.5,0.9,0.4,anderni01,NBA,1989-1990
Michael Ansley,198911060ORL,22,1,72,1221,231,465,0,0,164,227,187,362,40,24,17,50,152,626,.497,,.722,17.0,8.7,5.0,0.6,0.3,0.2,anslemi01,NBA,1989-1990
B.J. Armstrong,198911030CHI,22,1,81,1291,190,392,3,6,69,78,19,102,199,46,6,83,105,452,.485,.500,.885,15.9,5.6,1.3,2.5,0.6,0.1,armstbj01,NBA,1989-1990
Dana Barros,198911030SEA,22,1,81,1630,299,738,95,238,89,110,35,132,205,53,1,123,97,782,.405,.399,.809,20.1,9.7,1.6,2.5,0.7,0.0,barroda01,NBA,1989-1990
Kenny Battle,198911030PHO,25,1,59,729,93,170,1,4,55,82,44,124,38,35,11,32,94,242,.547,.250,.671,12.4,4.1,2.1,0.6,0.6,0.2,battlke01,NBA,1989-1990
Winston Bennett,198911030CHI,24,1,55,990,137,286,0,0,64,96,84,188,54,23,10,62,133,338,.479,,.667,18.0,6.1,3.4,1.0,0.4,0.2,bennewi01,NBA,1989-1990
Mookie Blaylock,198911030MIA,22,1,50,1267,212,571,18,80,63,81,42,140,210,82,14,111,110,505,.371,.225,.778,25.3,10.1,2.8,4.2,1.6,0.3,blaylmo01,NBA,1989-1990
Chucky Brown,198911030CHI,21,1,75,1339,210,447,0,7,125,164,83,231,50,33,26,69,148,545,.470,.000,.762,17.9,7.3,3.1,0.7,0.4,0.3,brownch01,NBA,1989-1990
Raymond Brown,199002190UTA,24,1,16,56,8,28,0,0,0,2,10,15,4,0,0,6,11,16,.286,,.000,3.5,1.0,0.9,0.3,0.0,0.0,brownra01,NBA,1989-1990
Stanley Brundy,198911030MIA,22,1,16,128,15,30,0,0,7,18,15,26,3,6,5,6,24,37,.500,,.389,8.0,2.3,1.6,0.2,0.4,0.3,brundst01,NBA,1989-1990
Torgeir Bryn,198911030LAC,25,1,3,10,0,2,0,0,4,6,0,2,0,2,1,1,5,4,.000,,.667,3.3,1.3,0.7,0.0,0.7,0.3,brynto01,NBA,1989-1990
Steve Bucknall,198911070LAL,23,1,18,75,9,33,0,1,5,6,5,7,10,2,1,11,10,23,.273,.000,.833,4.2,1.3,0.4,0.6,0.1,0.1,bucknst01,NBA,1989-1990
Adrian Caldwell,198911040GSW,23,1,51,331,42,76,0,0,13,28,36,109,7,11,18,32,69,97,.553,,.464,6.5,1.9,2.1,0.1,0.2,0.4,caldwad01,NBA,1989-1990
Lanard Copeland,198911080PHI,24,1,23,110,31,68,1,5,11,14,4,10,9,1,1,19,12,74,.456,.200,.786,4.8,3.2,0.4,0.4,0.0,0.0,copella01,NBA,1989-1990
Terry Davis,198911030MIA,22,1,63,884,122,262,0,1,54,87,93,229,25,25,28,68,171,298,.466,.000,.621,14.0,4.7,3.6,0.4,0.4,0.4,daviste01,NBA,1989-1990
Byron Dinkins,198911160HOU,22,1,33,362,44,109,1,9,26,30,13,40,75,19,2,37,30,115,.404,.111,.867,11.0,3.5,1.2,2.3,0.6,0.1,dinkiby01,NBA,1989-1990
Vlade Divac*,198911030DAL,21,1,82,1611,274,549,0,5,153,216,167,512,75,79,114,110,240,701,.499,.000,.708,19.6,8.5,6.2,0.9,1.0,1.4,divacvl01,NBA,1989-1990
Sherman Douglas,198911030MIA,23,1,81,2470,463,938,5,31,224,326,70,206,619,145,10,246,187,1155,.494,.161,.687,30.5,14.3,2.5,7.6,1.8,0.1,douglsh01,NBA,1989-1990
Terry Dozier,198911030CHH,23,1,9,92,9,27,0,1,4,8,7,15,3,6,2,7,10,22,.333,.000,.500,10.2,2.4,1.7,0.3,0.7,0.2,doziete01,NBA,1989-1990
Blue Edwards,198911030UTA,24,1,82,1889,286,564,9,30,146,203,69,251,145,76,36,152,280,727,.507,.300,.719,23.0,8.9,3.1,1.8,0.9,0.4,edwarbl01,NBA,1989-1990
Jay Edwards,199001220SAC,21,1,4,26,3,7,0,2,1,3,1,2,4,1,0,1,4,7,.429,.000,.333,6.5,1.8,0.5,1.0,0.3,0.0,edwarja02,NBA,1989-1990
Sean Elliott,198911040SAS,21,1,81,2032,311,647,1,9,187,216,127,297,154,45,14,112,172,810,.481,.111,.866,25.1,10.0,3.7,1.9,0.6,0.2,elliose01,NBA,1989-1990
Pervis Ellison,198911140SAC,22,1,34,866,111,251,0,2,49,78,64,196,65,16,57,62,132,271,.442,.000,.628,25.5,8.0,5.8,1.9,0.5,1.7,ellispe01,NBA,1989-1990
Derrick Gervin,199002140PHI,26,1,21,339,93,197,0,3,65,89,29,65,8,20,7,12,47,251,.472,.000,.730,16.1,12.0,3.1,0.4,1.0,0.3,gervide01,NBA,1989-1990
Greg Grant,198911030PHO,23,1,67,678,83,216,3,16,39,59,16,59,168,36,1,77,58,208,.384,.188,.661,10.1,3.1,0.9,2.5,0.5,0.0,grantgr01,NBA,1989-1990
Scott Haffner,198911030MIA,23,1,43,559,88,217,3,21,17,25,7,51,80,13,2,33,53,196,.406,.143,.680,13.0,4.6,1.2,1.9,0.3,0.0,haffnsc01,NBA,1989-1990
Tom Hammonds,198911030CHH,22,1,61,805,129,295,0,1,63,98,61,168,51,11,14,46,98,321,.437,.000,.643,13.2,5.3,2.8,0.8,0.2,0.2,hammoto01,NBA,1989-1990
Tim Hardaway*,198911030PHO,23,1,79,2663,464,985,23,84,211,276,57,310,689,165,12,260,232,1162,.471,.274,.764,33.7,14.7,3.9,8.7,2.1,0.2,hardati01,NBA,1989-1990
Mike Higgins,198911120LAL,22,1,11,50,3,8,0,0,8,10,2,4,3,2,2,1,5,14,.375,,.800,4.5,1.3,0.4,0.3,0.2,0.2,higgimi01,NBA,1989-1990
Ed Horton,198911030CHH,22,1,45,374,80,162,0,4,42,69,59,108,19,9,5,39,63,202,.494,.000,.609,8.3,4.5,2.4,0.4,0.2,0.1,hortoed01,NBA,1989-1990
Byron Irvin,198911070HOU,23,1,50,488,96,203,5,14,61,91,30,74,47,28,1,39,40,258,.473,.357,.670,9.8,5.2,1.5,0.9,0.6,0.0,irvinby01,NBA,1989-1990
Jaren Jackson,198911030MIA,22,1,28,160,25,69,0,3,17,21,16,24,13,13,1,18,16,67,.362,.000,.810,5.7,2.4,0.9,0.5,0.5,0.0,jacksja01,NBA,1989-1990
Eric Johnson,198911080UTA,23,1,48,272,20,84,1,6,13,17,8,28,64,17,2,26,49,54,.238,.167,.765,5.7,1.1,0.6,1.3,0.4,0.0,johnser01,NBA,1989-1990
Nate Johnston,198911100UTA,23,1,21,87,18,48,1,4,9,13,13,23,1,3,8,6,11,46,.375,.250,.692,4.1,2.2,1.1,0.0,0.1,0.4,johnsna01,NBA,1989-1990
Shawn Kemp,198911030SEA,20,1,81,1120,203,424,2,12,117,159,146,346,26,47,70,107,204,525,.479,.167,.736,13.8,6.5,4.3,0.3,0.6,0.9,kempsh01,NBA,1989-1990
Stan Kimbrough,198911070CHI,23,1,10,50,7,16,0,0,2,2,4,7,5,4,0,4,4,16,.438,,1.000,5.0,1.6,0.7,0.5,0.4,0.0,kimbrst01,NBA,1989-1990
Stacey King,198911030CHI,23,1,82,1777,267,530,0,1,194,267,169,384,87,38,58,119,215,728,.504,.000,.727,21.7,8.9,4.7,1.1,0.5,0.7,kingst01,NBA,1989-1990
Frank Kornet,198911160MIL,23,1,57,438,42,114,5,20,24,39,25,71,21,14,3,23,54,113,.368,.250,.615,7.7,2.0,1.2,0.4,0.2,0.1,kornefr01,NBA,1989-1990
Jeff Lebo,198911100UTA,23,1,4,32,2,7,0,0,2,2,2,4,3,2,0,1,7,6,.286,,1.000,8.0,1.5,1.0,0.8,0.5,0.0,leboje01,NBA,1989-1990
Tim Legler,199003210PHO,23,1,11,83,11,29,0,1,6,6,4,8,6,2,0,4,12,28,.379,.000,1.000,7.5,2.5,0.7,0.5,0.2,0.0,legleti01,NBA,1989-1990
Gary Leonard,198911170BOS,22,1,22,127,13,31,0,1,6,14,10,27,1,3,9,8,26,32,.419,.000,.429,5.8,1.5,1.2,0.0,0.1,0.4,leonaga01,NBA,1989-1990
Clifford Lett,199003260CHI,24,1,4,28,2,8,0,0,0,0,0,0,1,0,0,2,8,4,.250,,,7.0,1.0,0.0,0.3,0.0,0.0,lettcl01,NBA,1989-1990
Todd Lichti,198911030UTA,23,1,79,1326,250,514,0,14,130,174,49,151,116,55,13,95,145,630,.486,.000,.747,16.8,8.0,1.9,1.5,0.7,0.2,lichtto01,NBA,1989-1990
Roy Marble,198911030ATL,23,1,24,162,16,58,0,2,19,29,15,24,11,7,1,14,16,51,.276,.000,.655,6.8,2.1,1.0,0.5,0.3,0.0,marblro01,NBA,1989-1990
Šarūnas Marčiulionis*,198911030PHO,25,1,75,1695,289,557,10,39,317,403,84,221,121,94,7,137,230,905,.519,.256,.787,22.6,12.1,2.9,1.6,1.3,0.1,marcisa01,NBA,1989-1990
Jeff Martin,198911070GSW,23,1,69,1351,170,414,2,15,91,129,78,159,44,41,16,47,97,433,.411,.133,.705,19.6,6.3,2.3,0.6,0.6,0.2,martije01,NBA,1989-1990
Anthony Mason,199001290DAL,23,1,21,108,14,40,0,0,9,15,11,34,7,2,2,11,20,37,.350,,.600,5.1,1.8,1.6,0.3,0.1,0.1,masonan01,NBA,1989-1990
Bob McCann,199002170DAL,25,1,10,62,7,21,0,0,12,14,4,12,6,2,2,6,7,26,.333,,.857,6.2,2.6,1.2,0.6,0.2,0.2,mccanbo01,NBA,1989-1990
Mel McCants,198911090GSW,22,1,13,65,8,26,0,0,6,8,1,6,2,3,1,1,11,22,.308,,.750,5.0,1.7,0.5,0.2,0.2,0.1,mccanme01,NBA,1989-1990
George McCloud,198911030ATL,22,1,44,413,45,144,13,40,15,19,12,42,45,19,3,36,56,118,.313,.325,.789,9.4,2.7,1.0,1.0,0.4,0.1,mccloge01,NBA,1989-1990
Carlton McKinney,198911030LAC,25,1,7,104,8,32,0,1,2,4,4,12,7,6,1,7,15,18,.250,.000,.500,14.9,2.6,1.7,1.0,0.9,0.1,mckinca01,NBA,1989-1990
Scott Meents,198911040SAC,26,1,26,148,19,44,0,0,17,23,7,30,7,4,3,9,12,55,.432,,.739,5.7,2.1,1.2,0.3,0.2,0.1,meentsc01,NBA,1989-1990
Sam Mitchell,198911030SEA,26,1,80,2414,372,834,0,9,268,349,180,462,89,66,54,96,301,1012,.446,.000,.768,30.2,12.7,5.8,1.1,0.8,0.7,mitchsa01,NBA,1989-1990
Mike Morrison,198912070LAL,22,1,36,153,23,68,2,7,24,30,7,20,11,2,0,23,20,72,.338,.286,.800,4.3,2.0,0.6,0.3,0.1,0.0,morrimi01,NBA,1989-1990
John Morton,198911040IND,22,1,37,402,48,161,7,30,43,62,7,32,67,18,4,51,30,146,.298,.233,.694,10.9,3.9,0.9,1.8,0.5,0.1,mortojo01,NBA,1989-1990
Dyron Nix,198911030ATL,22,1,20,109,14,39,0,0,11,16,8,26,5,3,1,7,15,39,.359,,.688,5.5,2.0,1.3,0.3,0.2,0.1,nixdy01,NBA,1989-1990
Žarko Paspalj,198911100UTA,23,1,28,181,27,79,0,1,18,22,15,30,10,3,7,21,37,72,.342,.000,.818,6.5,2.6,1.1,0.4,0.1,0.3,paspaza01,NBA,1989-1990
Kenny Payne,198911040PHI,23,1,35,216,47,108,4,10,16,18,11,26,10,7,6,20,37,114,.435,.400,.889,6.2,3.3,0.7,0.3,0.2,0.2,payneke01,NBA,1989-1990
Dražen Petrović*,198911030POR,25,1,77,967,207,427,34,74,135,160,50,111,116,23,2,96,134,583,.485,.459,.844,12.6,7.6,1.4,1.5,0.3,0.0,petrodr01,NBA,1989-1990
Brian Quinnett,198911040NYK,23,1,31,193,19,58,0,2,2,3,9,28,11,3,4,4,27,40,.328,.000,.667,6.2,1.3,0.9,0.4,0.1,0.1,quinnbr01,NBA,1989-1990
J.R. Reid,198911030CHH,21,1,82,2757,358,814,0,5,192,289,199,691,101,92,54,172,292,908,.440,.000,.664,33.6,11.1,8.4,1.2,1.1,0.7,reidjr01,NBA,1989-1990
Glen Rice,198911030MIA,22,1,77,2311,470,1071,17,69,91,124,100,352,138,67,27,113,198,1048,.439,.246,.734,30.0,13.6,4.6,1.8,0.9,0.4,ricegl01,NBA,1989-1990
Pooh Richardson,198911030SEA,23,1,82,2581,426,925,23,83,63,107,55,217,554,133,25,141,143,938,.461,.277,.589,31.5,11.4,2.6,6.8,1.6,0.3,richapo01,NBA,1989-1990
Clifford Robinson,198911030POR,23,1,82,1565,298,751,12,44,138,251,110,308,72,53,53,129,226,746,.397,.273,.550,19.1,9.1,3.8,0.9,0.6,0.6,robincl02,NBA,1989-1990
David Robinson*,198911040SAS,24,1,82,3002,690,1300,0,2,613,837,303,983,164,138,319,257,259,1993,.531,.000,.732,36.6,24.3,12.0,2.0,1.7,3.9,robinda01,NBA,1989-1990
Doug Roth,198912140WSB,22,1,42,412,37,86,0,1,7,14,44,120,20,8,13,16,70,81,.430,.000,.500,9.8,1.9,2.9,0.5,0.2,0.3,rothdo01,NBA,1989-1990
Donald Royal,198911030SEA,23,1,66,746,117,255,0,1,153,197,69,137,43,32,8,81,107,387,.459,.000,.777,11.3,5.9,2.1,0.7,0.5,0.1,royaldo01,NBA,1989-1990
Delaney Rudd,198911080UTA,27,1,77,850,111,259,16,56,35,53,12,55,177,22,1,88,81,273,.429,.286,.660,11.0,3.5,0.7,2.3,0.3,0.0,ruddde01,NBA,1989-1990
Jeff Sanders,198912200ORL,24,1,31,182,13,40,0,0,2,4,17,39,9,4,4,15,27,28,.325,,.500,5.9,0.9,1.3,0.3,0.1,0.1,sandeje01,NBA,1989-1990
Dexter Shouse,198911290PHI,26,1,3,18,0,4,0,1,0,0,0,0,2,1,1,2,2,0,.000,.000,,6.0,0.0,0.0,0.7,0.3,0.3,shousde01,NBA,1989-1990
Charles Smith,198911080WSB,22,1,60,519,59,133,0,7,53,76,14,69,103,35,3,36,75,171,.444,.000,.697,8.7,2.9,1.2,1.7,0.6,0.1,smithch02,NBA,1989-1990
Michael Smith,198911170BOS,24,1,65,620,136,286,2,28,53,64,40,100,79,9,1,54,51,327,.476,.071,.828,9.5,5.0,1.5,1.2,0.1,0.0,smithmi01,NBA,1989-1990
Jay Taylor,198911030MIA,22,1,17,114,21,52,3,13,6,9,5,11,5,5,3,10,9,51,.404,.231,.667,6.7,3.0,0.6,0.3,0.3,0.2,tayloja01,NBA,1989-1990
Leonard Taylor,198911030PHO,23,1,10,37,0,6,0,1,11,16,4,12,1,0,0,5,4,11,.000,.000,.688,3.7,1.1,1.2,0.1,0.0,0.0,taylole01,NBA,1989-1990
Henry Turner,198911030POR,23,1,36,315,58,122,0,3,40,65,22,50,22,17,7,26,40,156,.475,.000,.615,8.8,4.3,1.4,0.6,0.5,0.2,turnehe02,NBA,1989-1990
Gary Voce,198911100WSB,24,1,1,4,1,3,0,0,0,0,2,2,0,0,0,0,0,2,.333,,,4.0,2.0,2.0,0.0,0.0,0.0,vocega01,NBA,1989-1990
Alexander Volkov,198911030ATL,25,1,72,937,137,284,13,34,70,120,52,119,83,36,22,52,166,357,.482,.382,.583,13.0,5.0,1.7,1.2,0.5,0.3,volkoal01,NBA,1989-1990
Doug West,198911030SEA,22,1,52,378,53,135,3,11,26,32,24,70,18,10,6,31,61,135,.393,.273,.813,7.3,2.6,1.3,0.3,0.2,0.1,westdo01,NBA,1989-1990
Randy White,198911030DAL,22,1,55,707,93,252,1,14,50,89,78,173,21,24,6,47,124,237,.369,.071,.562,12.9,4.3,3.1,0.4,0.4,0.1,whitera01,NBA,1989-1990
Mike Williams,198912170SAC,26,1,21,102,6,18,0,1,3,6,5,23,2,3,7,3,30,15,.333,.000,.500,4.9,0.7,1.1,0.1,0.1,0.3,willimi03,NBA,1989-1990
Haywoode Workman,199001270ORL,24,1,6,16,2,3,0,0,2,2,0,3,2,3,0,0,3,6,.667,,1.000,2.7,1.0,0.5,0.3,0.5,0.0,workmha01,NBA,1989-1990
Randy Allen,198903090PHI,24,1,7,43,8,19,0,1,1,2,3,7,0,1,1,2,7,17,.421,.000,.500,6.1,2.4,1.0,0.0,0.1,0.1,allenra01,NBA,1988-1989
Michael Anderson,198901270DAL,22,1,36,730,73,175,1,7,57,82,44,89,153,44,3,84,64,204,.417,.143,.695,20.3,5.7,2.5,4.3,1.2,0.1,andermi01,NBA,1988-1989
Willie Anderson,198811050SAS,22,1,81,2738,640,1285,4,21,224,289,152,417,372,150,62,261,295,1508,.498,.190,.775,33.8,18.6,5.1,4.6,1.9,0.8,anderwi01,NBA,1988-1989
Ricky Berry,198811050POR,24,1,64,1406,255,567,65,160,131,166,57,197,80,37,22,82,197,706,.450,.406,.789,22.0,11.0,3.1,1.3,0.6,0.3,berryri01,NBA,1988-1989
Anthony Bowie,198903200BOS,25,1,18,438,72,144,1,5,10,15,25,56,29,18,4,22,43,155,.500,.200,.667,24.3,8.6,3.1,1.6,1.0,0.2,bowiean01,NBA,1988-1989
Scott Brooks,198811040PHI,23,1,82,1372,156,371,55,153,61,69,19,94,306,69,3,65,116,428,.420,.359,.884,16.7,5.2,1.1,3.7,0.8,0.0,brooksc01,NBA,1988-1989
Mark Bryant,198811040POR,23,1,56,803,120,247,0,0,40,69,65,179,33,20,7,41,144,280,.486,,.580,14.3,5.0,3.2,0.6,0.4,0.1,bryanma01,NBA,1988-1989
Greg Butler,198811050NJN,22,1,33,140,20,48,0,3,16,20,9,28,2,1,2,17,28,56,.417,.000,.800,4.2,1.7,0.8,0.1,0.0,0.1,butlegr01,NBA,1988-1989
Mike Champion,198903030SEA,24,1,2,4,0,3,0,1,0,0,0,0,0,0,0,1,2,0,.000,.000,,2.0,0.0,0.0,0.0,0.0,0.0,champmi01,NBA,1988-1989
Rex Chapman,198811040CHH,21,1,75,2219,526,1271,60,191,155,195,74,187,176,70,25,113,167,1267,.414,.314,.795,29.6,16.9,2.5,2.3,0.9,0.3,chapmre01,NBA,1988-1989
Derrick Chievous,198811040DEN,21,1,81,1539,277,634,5,24,191,244,114,256,77,48,11,136,161,750,.437,.208,.783,19.0,9.3,3.2,1.0,0.6,0.1,chievde01,NBA,1988-1989
Mark Davis,198811040IND,25,1,33,258,49,102,1,10,28,34,16,37,14,13,5,12,39,127,.480,.100,.824,7.8,3.8,1.1,0.4,0.4,0.2,davisma01,NBA,1988-1989
Vinny Del Negro,198811050POR,22,1,80,1556,239,503,6,20,85,100,48,171,206,65,14,77,160,569,.475,.300,.850,19.5,7.1,2.1,2.6,0.8,0.2,delnevi01,NBA,1988-1989
Fennis Dembo,198811180PHO,23,1,31,74,14,42,0,4,8,10,8,23,5,1,0,7,15,36,.333,.000,.800,2.4,1.2,0.7,0.2,0.0,0.0,dembofe01,NBA,1988-1989
Ledell Eackles,198811050WSB,22,1,80,1459,318,732,9,40,272,346,100,180,123,41,5,128,156,917,.434,.225,.786,18.2,11.5,2.3,1.5,0.5,0.1,eacklle01,NBA,1988-1989
Kevin Edwards,198811050MIA,23,1,79,2349,470,1105,10,37,144,193,85,262,349,139,27,246,154,1094,.425,.270,.746,29.7,13.8,3.3,4.4,1.8,0.3,edwarke01,NBA,1988-1989
Wayne Engelstad,198811040DEN,23,1,11,50,11,29,0,0,6,10,5,16,7,1,0,3,12,28,.379,,.600,4.5,2.5,1.5,0.6,0.1,0.0,englewa01,NBA,1988-1989
Rolando Ferreira,198811040POR,24,1,12,34,1,18,0,0,7,8,4,13,1,0,1,6,7,9,.056,,.875,2.8,0.8,1.1,0.1,0.0,0.1,ferrero01,NBA,1988-1989
Duane Ferrell,198811110PHI,23,1,41,231,35,83,0,0,30,44,19,41,10,7,6,12,33,100,.422,,.682,5.6,2.4,1.0,0.2,0.2,0.1,ferredu01,NBA,1988-1989
Anthony Frederick,198811040IND,24,1,46,313,63,125,2,5,24,34,26,52,20,14,6,34,59,152,.504,.400,.706,6.8,3.3,1.1,0.4,0.3,0.1,fredean01,NBA,1988-1989
Corey Gaines,198902090WSB,23,1,32,337,27,64,1,5,12,16,3,19,67,15,1,20,27,67,.422,.200,.750,10.5,2.1,0.6,2.1,0.5,0.0,gaineco01,NBA,1988-1989
Tom Garrick,198811040PHI,22,1,71,1499,176,359,0,13,102,127,37,156,243,78,9,116,141,454,.490,.000,.803,21.1,6.4,2.2,3.4,1.1,0.1,garrito01,NBA,1988-1989
Ben Gillery,198811050POR,23,1,24,84,6,19,0,0,13,23,7,23,2,2,4,5,29,25,.316,,.565,3.5,1.0,1.0,0.1,0.1,0.2,gillebe01,NBA,1988-1989
Orlando Graham,198903230GSW,23,1,7,22,3,10,0,0,2,4,8,11,0,0,0,2,6,8,.300,,.500,3.1,1.1,1.6,0.0,0.0,0.0,grahaor01,NBA,1988-1989
Ron Grandison,198811040BOS,24,1,72,528,59,142,0,10,59,80,47,92,42,18,3,36,71,177,.415,.000,.738,7.3,2.5,1.3,0.6,0.3,0.0,grandro01,NBA,1988-1989
Gary Grant,198811040PHI,23,1,71,1924,361,830,5,22,119,162,80,238,506,144,9,258,170,846,.435,.227,.735,27.1,11.9,3.4,7.1,2.0,0.1,grantga01,NBA,1988-1989
Harvey Grant,198811050WSB,23,1,71,1193,181,390,0,1,34,57,75,163,79,35,29,28,147,396,.464,.000,.596,16.8,5.6,2.3,1.1,0.5,0.4,grantha01,NBA,1988-1989
Sylvester Gray,198811050MIA,21,1,55,1220,167,398,1,4,105,156,117,286,117,36,25,102,144,440,.420,.250,.673,22.2,8.0,5.2,2.1,0.7,0.5,graysy01,NBA,1988-1989
Jeff Grayer,198811220IND,23,1,11,200,32,73,0,2,17,20,14,35,22,10,1,19,15,81,.438,.000,.850,18.2,7.4,3.2,2.0,0.9,0.1,grayeje01,NBA,1988-1989
